row,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
601,2012,Sugar Plum,American Brown Ale,12.0 oz,0.055,,141,Cigar City Brewing Company,Tampa,FL
602,2011,Oktoberfest,Märzen / Oktoberfest,12.0 oz.,0.055,,141,Cigar City Brewing Company,Tampa,FL
603,2010,Puppy's Breath Porter,American Porter,12.0 oz.,0.06,,141,Cigar City Brewing Company,Tampa,FL
604,2009,Happening Now,American IPA,12.0 oz. Alumi-Tek,0.045,,141,Cigar City Brewing Company,Tampa,FL
605,1726,Hopped on the High Seas (Hop #529),American IPA,12.0 oz. Silo Can,0.07,60,141,Cigar City Brewing Company,Tampa,FL
606,1725,Hopped on the High Seas (Calypso),American IPA,12.0 ounce,0.07,60,141,Cigar City Brewing Company,Tampa,FL
607,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.063,,141,Cigar City Brewing Company,Tampa,FL
608,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0 oz.,0.07%,60,141,Cigar City Brewing Company,Tampa,FL
609,1693,Hopped on the High Seas (Citra),American IPA,12.0 ounce,0.07,60,141,Cigar City Brewing Company,Tampa,FL
610,1692,Hopped on the High Seas (Ahtanum),American IPA,12.0 oz.,0.07,60,141,Cigar City Brewing Company,Tampa,FL
611,1369,Gwar Beer,American Pale Ale (APA),12.0 oz.,0.055,,141,Cigar City Brewing Company,Tampa,FL
612,1243,Tropical Heatwave,American Pale Wheat Ale,16.0 oz,0.052,,141,Cigar City Brewing Company,Tampa,FL
613,1142,Humidor Series India Pale Ale,American IPA,12.0 oz,0.075,70,141,Cigar City Brewing Company,Tampa,FL
614,1141,Jai Alai IPA Aged on White Oak,American IPA,12.0 ounce,0.075,70,141,Cigar City Brewing Company,Tampa,FL
615,1140,José Martí American Porter,American Porter,12.0 oz,0.08,65,141,Cigar City Brewing Company,Tampa,FL
616,1139,Invasion Pale Ale,American Pale Ale (APA),12.0 oz,0.05%,,141,Cigar City Brewing Company,Tampa,FL
617,1138,Maduro Brown Ale,English Brown Ale,12.0 ounce,0.055,25,141,Cigar City Brewing Company,Tampa FL,
618,571,Maduro Brown Ale,American Brown Ale,12.0 oz,0.06%,25,141,Cigar City Brewing Company,Tampa,FL
619,570,Hotter Than Helles Lager,Munich Helles Lager,12.0 oz.,0.05%,,141,Cigar City Brewing Company,Tampa,FL
620,569,Tocobaga Red Ale,American Amber / Red Ale,12.0 oz,0.07%,75,141,Cigar City Brewing Company,Tampa,FL
621,546,Jai Alai IPA,American IPA,12.0 oz,0.075,70,141,Cigar City Brewing Company,Tampa,FL
622,545,Florida Cracker Belgian Wit,Witbier,12.0 oz. Alumi-Tek,0.05%,18,141,Cigar City Brewing Company,Tampa,FL
623,2338,Shark Tracker Light lager,Light Lager,12.0 oz.,0.048,,145,Cisco Brewers,Nantucket,MA
624,1365,Pumple Drumkin,Pumpkin Ale,12.0 oz,0.06,,145,Cisco Brewers,Nantucket,MA
625,1094,Grey Lady,Witbier,12.0 oz.,0.045,,145,Cisco Brewers,Nantucket,MA
626,657,Summer of Lager,Munich Helles Lager,12.0 oz.,0.06%,,145,Cisco Brewers,Nantucket,MA
627,656,Indie Pale Ale,American IPA,12.0 oz,0.065,,145,Cisco Brewers,Nantucket,MA
628,359,Sankaty Light Lager,Light Lager,12.0 oz.,0.04%,,145,Cisco Brewers,Nantucket,MA
629,56,Whale's Tale Pale Ale,English Pale Ale,12.0 oz.,0.06%,,145,Cisco Brewers,Nantucket,MA
630,1772,Jacaranada Rye IPA,American IPA,16.0 oz.,0.067,60,320,Claremont Craft Ales,Claremont,CA
631,1393,Cascadian Dark Ale,American Black Ale,12.0 oz,0.06%,75,418,Coalition Brewing Company,Portland,OR
632,893,Wheat the People,American Pale Wheat Ale,16.0 oz,0.044,13,418,Coalition Brewing Company,Portland,OR
633,1407,Tybee Island Blonde,American Blonde Ale,12.0 oz,0.047,17,415,Coastal Empire Beer Company,Savannah,GA
634,1406,Savannah Brown Ale,American Brown Ale,12.0 ounce,0.062,55,415,Coastal Empire Beer Company,Savannah,GA
635,2438,Rhode Island Blueberry,Kölsch,12.0 ounce,0.046,11,101,Coastal Extreme Brewing Company,Newport,RI
636,2437,Newport Storm IPA,American IPA,12.0 ounce,0.065,75,101,Coastal Extreme Brewing Company,Newport,RI
637,751,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0 oz.,0.052,24,101,Coastal Extreme Brewing Company,Newport,RI
638,120,Hurricane Amber Ale,American Amber / Red Ale,12.0 oz,0.052,24,101,Coastal Extreme Brewing Company,Newport,RI
639,2061,Big Blue Van,Fruit / Vegetable Beer,16.0 OZ.,0.058,,232,College Street Brewhouse and Pub,Lake Havasu City,AZ
640,970,Des Moines IPA,American IPA,16.0 ounce,0.068,75,482,Confluence Brewing Company,Des Moines,IA
641,969,Capital Gold Golden Lager,German Pilsener,16.0 ounce,0.048,22,482,Confluence Brewing Company,Des Moines,IA
642,968,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0 oz.,0.056,21,482,Confluence Brewing Company,Des Moines IA,
643,2351,Behemoth,American Pilsner,12.0 oz.,0.05,,139,Core Brewing & Distilling Company,Springdale,AR
644,1650,Arkansas Red,American Amber / Red Ale,12.0 oz,0.052,,139,Core Brewing & Distilling Company,Springdale,AR
645,1337,Core Oatmeal Stout,Oatmeal Stout,12.0 ounce,0.057,,139,Core Brewing & Distilling Company,Springdale,AR
646,1336,Core ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.061,,139,Core Brewing & Distilling Company,Springdale AR,
647,737,Chester's Beer (2005),American Pale Lager,12.0 oz,0.038,,512,Cottrell Brewing,Pawcatuck,CT
648,129,Heiner Brau Kölsch,Kölsch,12.0 ounce,0.05%,,553,Covington Brewhouse,Covington,LA
649,716,Trigger Blonde Ale,American Blonde Ale,16.0 oz.,0.05%,,515,Crabtree Brewing Company,Greeley,CO
650,659,Crabtree Oatmeal Stout,Oatmeal Stout,16.0 oz,0.08%,29,515,Crabtree Brewing Company,Greeley,CO
651,556,Eclipse Black IPA,American Black Ale,16.0 oz.,0.077,71,515,Crabtree Brewing Company,Greeley,CO
652,2538,Neomexicanus Native,American Pale Ale (APA),12.0 OZ.,0.06,46,63,Crazy Mountain Brewing Company,Edwards,CO
653,2355,Old Soul,Belgian Strong Pale Ale,12.0 oz,0.08%,25,63,Crazy Mountain Brewing Company,Edwards,CO
654,1689,Snowcat Coffee Stout,American Stout,12.0 oz. Alumi-Tek,0.059,,63,Crazy Mountain Brewing Company,Edwards,CO
655,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,12.0 oz.,,,63,Crazy Mountain Brewing Company,Edwards,CO
656,940,Boohai Red Ale,American Amber / Red Ale,12.0 ounce,,,63,Crazy Mountain Brewing Company,Edwards,CO
657,685,Lava Lake Wit,Witbier,12.0 oz.,0.052,15,63,Crazy Mountain Brewing Company,Edwards,CO
658,613,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0 ounce,0.06,,63,Crazy Mountain Brewing Company,Edwards,CO
659,356,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0 ounce,0.052,25,63,Crazy Mountain Brewing Company,Edwards,CO
660,2029,Tropicalia,American IPA,12.0 oz.,0.065,65,247,Creature Comforts,Athens,GA
661,2028,Athena,Berliner Weissbier,12.0 ounce,0.05%,,247,Creature Comforts,Athens,GA
662,2293,Aviator Raspberry Blonde,American Blonde Ale,12.0 oz.,0.05%,25,169,Crooked Fence Brewing Company,Garden City,ID
663,1105,3 Picket Porter,American Porter,12.0 oz.,0.06%,,169,Crooked Fence Brewing Company,Garden City,ID
664,1104,Rusty Nail Pale Ale,American Pale Ale (APA),12.0 oz,0.056,,169,Crooked Fence Brewing Company,Garden City,ID
665,2145,Red Water Irish Style Red,American Amber / Red Ale,12.0 OZ.,0.065,,212,Crow Peak Brewing Company,Spearfish,SD
666,1804,Mjöllnir,Herbed / Spiced Beer,12.0 oz,0.066,,212,Crow Peak Brewing Company,Spearfish,SD
667,1602,Bear Butte Nut Brown Ale,American Brown Ale,12.0 oz.,0.06%,,212,Crow Peak Brewing Company,Spearfish,SD
668,1301,Easy Livin' Summer Ale,American Blonde Ale,12.0 oz,0.045,,212,Crow Peak Brewing Company,Spearfish,SD
669,542,Canyon Cream Ale,Cream Ale,12.0 ounce,0.06%,,212,Crow Peak Brewing Company,Spearfish,SD
670,272,Pile O'Dirt Porter,American Porter,12.0 oz,0.069,,212,Crow Peak Brewing Company,Spearfish,SD
671,271,11th Hour IPA,American IPA,12.0 oz.,0.06,,212,Crow Peak Brewing Company,Spearfish,SD
672,1057,South Ridge Amber Ale,American Amber / Red Ale,16.0 oz.,0.06%,31,472,Crystal Springs Brewing Company,Boulder,CO
673,681,Summertime Ale,Kölsch,16.0 oz,0.052,23,472,Crystal Springs Brewing Company,Boulder,CO
674,1789,Lost River Blonde Ale,American Blonde Ale,16.0 oz,0.05%,,315,Cutters Brewing Company,Avon,IN
675,1788,Monon Wheat,Witbier,16.0 oz.,0.054,,315,Cutters Brewing Company,Avon,IN
676,1787,Floyd's Folly,Scottish Ale,16.0 oz,0.08,,315,Cutters Brewing Company,Avon,IN
677,1786,Half Court IPA,American IPA,16.0 oz.,0.063,,315,Cutters Brewing Company,Avon,IN
678,1763,Geary's Pale Ale,English Pale Ale,12.0 oz,0.05%,,323,D.L. Geary Brewing Company,Portland,ME
679,1311,Geary's Summer Ale,Kölsch,12.0 oz. Alumi-Tek,0.06%,,323,D.L. Geary Brewing Company,Portland,ME
680,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0 oz,0.08,,227,DC Brau Brewing Company,Washington,DC
681,1809,The Tradition,American Blonde Ale,12.0 oz,0.05%,15,227,DC Brau Brewing Company,Washington,DC
682,1263,El Hefe Speaks,Hefeweizen,12.0 oz,0.053,11,227,DC Brau Brewing Company,Washington,DC
683,1092,Penn Quarter Porter,American Porter,12.0 oz.,0.055,,227,DC Brau Brewing Company,Washington,DC
684,851,On the Wings of Armageddon,American Double / Imperial IPA,12.0 oz.,0.092,115,227,DC Brau Brewing Company,Washington,DC
685,186,The Corruption,American IPA,12.0 oz.,0.07%,80,227,DC Brau Brewing Company,Washington,DC
686,185,The Citizen,Belgian Pale Ale,12.0 ounce,0.07,,227,DC Brau Brewing Company,Washington,DC
687,184,The Public,American Pale Ale (APA),12.0 oz,0.06,,227,DC Brau Brewing Company,Washington,DC
688,1224,Dank IPA,American IPA,16.0 oz.,0.07%,,451,Dad & Dude's Breweria,Aurora,CO
689,964,Dank IPA (2012),American IPA,16.0 ounce,0.07%,,451,Dad & Dude's Breweria,Aurora,CO
690,1623,Lift Off IPA,American IPA,16.0 ounce,0.07%,,358,Daredevil Brewing Company,Shelbyville,IN
691,110,BrewFarm Select Golden Lager,American Pale Lager,12.0 oz.,0.055,,554,Dave's Brewfarm,Wilson,WI
692,1735,Sprocket Blonde Ale (2006),American Blonde Ale,12.0 oz,0.05,,333,David's Ale Works,Diamond Springs,CA
693,1734,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0 oz,0.05,,333,David's Ale Works,Diamond Springs,CA
694,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0 ounce,0.06%,37,330,Dead Armadillo Craft Brewing,Tulsa,OK
695,2371,Neato Bandito,Euro Pale Lager,12.0 ounce,0.06%,,127,Deep Ellum Brewing Company,Dallas,TX
696,2251,Oak Cliff Coffee Ale,American Brown Ale,12.0 oz.,0.08%,33,127,Deep Ellum Brewing Company,Dallas,TX
697,2166,Dream Crusher Double IPA,American Double / Imperial IPA,12.0 oz,0.085,100,127,Deep Ellum Brewing Company,Dallas,TX
698,1827,Deep Ellum Pale Ale,American Pale Ale (APA),12.0 oz,0.06%,,127,Deep Ellum Brewing Company,Dallas,TX
699,1203,Double Brown Stout,Baltic Porter,12.0 oz.,0.07,,127,Deep Ellum Brewing Company,Dallas,TX
700,1202,Farmhouse Wit,Saison / Farmhouse Ale,16.0 oz,0.048,25,127,Deep Ellum Brewing Company,Dallas,TX
701,1161,Rye Pils Session Lager,German Pilsener,12.0 oz.,0.046,,127,Deep Ellum Brewing Company,Dallas,TX
702,946,Dallas Blonde,American Blonde Ale,12.0 oz.,0.05%,23,127,Deep Ellum Brewing Company,Dallas,TX
703,943,Deep Ellum IPA,American IPA,12.0 oz,0.07,70,127,Deep Ellum Brewing Company,Dallas,TX
704,1886,Thrasher Session India Pale Ale,American IPA,12.0 oz,0.045,44,283,Defiance Brewing Company,Hays,KS
705,1885,Gutch English Style Mild Ale,English Pale Mild Ale,12.0 oz,0.05,16,283,Defiance Brewing Company,Hays,KS
706,1213,Chuli Stout,Irish Dry Stout,12.0 ounce,0.059,55,453,Denali Brewing Company,Talkeetna,AK
707,1159,Mother Ale,American Blonde Ale,12.0 oz.,0.056,46,453,Denali Brewing Company,Talkeetna,AK
708,947,Twister Creek India Pale Ale,American IPA,12.0 oz,0.065,71,453,Denali Brewing Company,Talkeetna,AK
709,929,Single Engine Red,Irish Red Ale,12.0 oz,0.058,46,453,Denali Brewing Company,Talkeetna,AK
710,1944,Incredible Pedal IPA,American IPA,12.0 oz,0.07,,263,Denver Beer Company,Denver,CO
711,1943,Graham Cracker Porter,American Porter,12.0 oz.,0.05%,,263,Denver Beer Company,Denver,CO
712,1210,Mirror Pond Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,40,454,Deschutes Brewery,Bend,OR
713,2550,Weissenheimer,Hefeweizen,12.0 oz,0.05%,16,57,Destihl Brewery,Bloomington,IL
714,2505,Abbey's Single (2015- ),Abbey Single Ale,12.0 OZ.,0.05%,22,57,Destihl Brewery,Bloomington,IL
715,2025,Vertex IPA,American IPA,12.0 ounce,0.06%,76,57,Destihl Brewery,Bloomington IL,
716,2021,Here Gose Nothin',Gose,12.0 OZ.,0.05,12,57,Destihl Brewery,Bloomington IL,
717,2015,Strawberry Blonde,Fruit / Vegetable Beer,12.0 oz.,0.05%,,57,Destihl Brewery,Bloomington,IL
718,1888,Hoperation Overload,American Double / Imperial IPA,12.0 oz.,0.096,85,57,Destihl Brewery,Bloomington,IL
719,1887,Abbey's Single Ale (Current),Abbey Single Ale,12.0 ounce,0.05%,22,57,Destihl Brewery,Bloomington,IL
720,2051,Bravo Four Point,American Pale Ale (APA),12.0 oz.,0.04%,45,237,Devil's Backbone Brewing Company,Lexington,VA
721,1201,Striped Bass Pale Ale,American Pale Ale (APA),12.0 OZ.,0.052,26,237,Devil's Backbone Brewing Company,Lexington,VA
722,924,Deadicated Amber,American Amber / Red Ale,16.0 oz.,0.05%,27,491,Devil's Canyon Brewery,Belmont,CA
723,731,Kaleidoscope Collaboration 2012,American Black Ale,16.0 OZ.,,,491,Devil's Canyon Brewery,Belmont CA,
724,730,California Sunshine Rye IPA,American IPA,16.0 oz,0.071,85,491,Devil's Canyon Brewery,Belmont,CA
725,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz,0.074,12,491,Devil's Canyon Brewery,Belmont,CA
726,1773,12 Man Pale Ale,American Pale Ale (APA),12.0 oz.,0.05%,,319,Dick's Brewing Company,Centralia,WA
727,1795,Filthy Hoppin' IPA,American IPA,16.0 ounce,0.07%,72,311,Dirty Bucket Brewing Company,Woodinville,WA
728,944,Dock Street Amber Beer (1992),American Amber / Red Ale,12.0 OZ.,,,488,Dock Street Brewery,Philadelphia,PA
729,524,Dolores River Hefeweizen,Hefeweizen,16.0 oz. Alumi-Tek,,,531,Dolores River Brewery,Dolores,CO
730,450,Dolores River ESB,Extra Special / Strong Bitter (ESB),16.0 oz.,,,531,Dolores River Brewery,Dolores,CO
731,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0 ounce,,,531,Dolores River Brewery,Dolores,CO
732,448,Dolores River Pale Ale,American Pale Ale (APA),16.0 oz,,,531,Dolores River Brewery,Dolores,CO
733,447,Dolores River Dry Stout,Irish Dry Stout,16.0 ounce,,,531,Dolores River Brewery,Dolores,CO
734,446,Dolores River Mild,English Dark Mild Ale,16.0 oz,,,531,Dolores River Brewery,Dolores,CO
735,1246,Cranberry Blend,Cider,12.0 oz,0.049,,446,Downeast Cider House,Leominster,MA
736,977,Orignal Blend,Cider,12.0 oz,0.051,,446,Downeast Cider House,Leominster,MA
737,881,Hop Abomination,American IPA,12.0 OZ.,0.07%,100,496,Dry Dock Brewing Company,Aurora,CO
738,880,Apricot Blonde,Fruit / Vegetable Beer,12.0 ounce,0.051,17,496,Dry Dock Brewing Company,Aurora,CO
739,872,Dry Dock Hefeweizen,Hefeweizen,12.0 oz,0.043,12,496,Dry Dock Brewing Company,Aurora,CO
740,871,Dry Dock Amber Ale,American Amber / Red Ale,12.0 ounce,0.06%,49,496,Dry Dock Brewing Company,Aurora,CO
741,1685,Category 3 IPA,American IPA,12.0 ounce,0.06%,64,340,Due South Brewing Company,Boynton Beach,FL
742,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0 oz.,0.05%,18,538,Dundee Brewing Company,Rochester,NY
743,1590,Pumpkin Patch Ale,Pumpkin Ale,16.0 ounce,0.05,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
744,1382,Crank Yanker IPA,American IPA,16.0 ounce,0.078,74,369,Eddyline Brewery & Restaurant,Buena Vista,CO
745,1110,River Runners Pale Ale,American Pale Ale (APA),16.0 OZ.,0.06,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
746,1014,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0 oz.,0.05,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
747,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0 ounce,0.055,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
748,680,Boater Beer,German Pilsener,16.0 ounce,0.045,,369,Eddyline Brewery & Restaurant,Buena Vista,CO
749,395,Crank Yanker IPA (2011),American IPA,16.0 oz,0.078,74,369,Eddyline Brewery & Restaurant,Buena Vista,CO
750,1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0 oz.,0.06%,,352,Elevator Brewing Company,Columbus,OH
751,673,Dottie Seattle Lager,American Amber / Red Lager,16.0 oz. Silo Can,0.049,25,516,Emerald City Beer Company,Seattle,WA
752,1107,Nut Sack Imperial Brown Ale,American Brown Ale,12.0 ounce,0.07,,465,Engine 15 Brewing,Jacksonville Beach,FL
753,1039,Underachiever,American Adjunct Lager,16.0 ounce,0.05%,,473,Engine House 9,Tacoma,WA
754,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,0.052,,81,Epic Brewing,Denver,CO
755,2008,Element 29,American Pale Ale (APA),12.0 oz,0.052,,81,Epic Brewing,Denver,CO
756,2004,Hop Syndrome,American Pale Lager,12.0 oz.,0.05%,,81,Epic Brewing,Denver,CO
757,2003,Escape to Colorado,American IPA,12.0 oz.,0.062,,81,Epic Brewing,Denver,CO
758,2292,Little Sister India Style Session Ale,American IPA,12.0 ounce,0.04%,60,170,Everybody's Brewing,White Salmon,WA
759,1504,Country Boy IPA,American IPA,12.0 oz.,0.062,80,170,Everybody's Brewing,White Salmon,WA
760,2604,Blonde Czich,American Blonde Ale,16.0 ounce,0.05%,23,26,Evil Czech Brewery,Mishawaka,IN
761,2432,White Reaper,Belgian IPA,16.0 ounce,0.07%,61,26,Evil Czech Brewery,Mishawaka,IN
762,2431,Bobblehead,American Pale Wheat Ale,16.0 oz.,0.051,,26,Evil Czech Brewery,Mishawaka,IN
763,2430,Lucky Dog,American Pale Ale (APA),16.0 oz.,0.052,,26,Evil Czech Brewery,Mishawaka,IN
764,2429,Voodoo,American Porter,16.0 oz,0.048,,26,Evil Czech Brewery,Mishawaka,IN
765,1967,General George Patton Pilsner,Czech Pilsener,16.0 oz,0.054,48,26,Evil Czech Brewery,Mishawaka,IN
766,2283,Nomader Weiss,Berliner Weissbier,12.0 oz,0.04%,,173,Evil Twin Brewing,Brooklyn,NY
767,2248,Molotov Lite,American Double / Imperial IPA,16.0 oz.,0.085,,173,Evil Twin Brewing,Brooklyn,NY
768,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0 oz.,0.055,,173,Evil Twin Brewing,Brooklyn,NY
769,1286,Bikini Beer,American IPA,12.0 oz,0.03%,,173,Evil Twin Brewing,Brooklyn,NY
770,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0 oz.,0.06%,,173,Evil Twin Brewing,Brooklyn,NY
771,1722,Iron Horse Pale Ale,American Pale Ale (APA),12.0 oz.,0.05,32,335,Fargo Brewing Company,Fargo,ND
772,1435,Stone's Throw IPA,Scottish Ale,12.0 oz.,0.045,19,335,Fargo Brewing Company,Fargo,ND
773,1434,Wood Chipper India Pale Ale,American IPA,12.0 oz,0.067,70,335,Fargo Brewing Company,Fargo,ND
774,2089,Trail Head,American Pale Ale (APA),12.0 oz,0.06%,55,224,Fat Head's Brewery,Middleburg Heights,OH
775,2088,Hop Stalker Fresh Hop IPA,American IPA,16.0 oz.,0.07,80,224,Fat Head's Brewery,Middleburg Heights,OH
776,1455,Sudice American Stout,American Stout,16.0 oz,0.07,58,405,Fate Brewing Company,Boulder,CO
777,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0 oz.,0.05%,20,405,Fate Brewing Company,Boulder,CO
778,1453,Norns Roggenbier,Roggenbier,16.0 oz.,0.05,20,405,Fate Brewing Company,Boulder,CO
779,1452,Laimas Kölsch Style Ale,Kölsch,16.0 oz,0.05,20,405,Fate Brewing Company,Boulder CO,
780,1451,Moirai India Pale Ale,American IPA,16.0 ounce,0.07%,70,405,Fate Brewing Company,Boulder,CO
781,2191,Loki Red Ale,American Amber / Red Ale,16.0 ounce,0.08%,53,201,Fearless Brewing Company,Estacada,OR
782,1731,Peaches & Cream,Fruit / Vegetable Beer,16.0 oz.,0.046,,201,Fearless Brewing Company,Estacada,OR
783,1022,Quaff India Style Session Ale,American IPA,16.0 OZ.,0.051,,201,Fearless Brewing Company,Estacada,OR
784,895,Loki Red Ale (2013),American Amber / Red Ale,16.0 OZ.,0.075,53,201,Fearless Brewing Company,Estacada,OR
785,682,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0 oz,0.069,,201,Fearless Brewing Company,Estacada,OR
786,112,Fearless Scottish Ale,Scottish Ale,16.0 ounce,0.05,,201,Fearless Brewing Company,Estacada,OR
787,2289,Mastermind,American Double / Imperial IPA,12.0 oz.,0.081,,172,Fiddlehead Brewing Company,Shelburne,VT
788,2027,Hyzer Flip,American Double / Imperial IPA,16.0 oz.,0.08%,,172,Fiddlehead Brewing Company,Shelburne,VT
789,1929,Second Fiddle,American Double / Imperial IPA,16.0 oz.,0.082,80,172,Fiddlehead Brewing Company,Shelburne,VT
790,1858,Hodad Porter,American Porter,16.0 oz.,0.06%,30,172,Fiddlehead Brewing Company,Shelburne,VT
791,2591,Weiss Weiss Baby,Kristalweizen,12.0 oz.,0.045,,36,Figueroa Mountain Brewing Company,Buellton,CA
792,2590,Czech Yo Self,Czech Pilsener,12.0 oz.,0.06%,45,36,Figueroa Mountain Brewing Company,Buellton,CA
793,1968,FMB 101,Kölsch,12.0 oz.,0.048,20,36,Figueroa Mountain Brewing Company,Buellton CA,
794,1981,Hardcore Chimera,American Double / Imperial IPA,16.0 oz.,0.09%,,256,Finch's Beer Company,Chicago,IL
795,1664,Sobek & Set,American Black Ale,16.0 ounce,0.08,80,256,Finch's Beer Company,Chicago,IL
796,1663,Nuclear Winter,Belgian Strong Dark Ale,16.0 oz.,0.086,,256,Finch's Beer Company,Chicago,IL
797,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0 ounce,0.05,22,256,Finch's Beer Company,Chicago,IL
798,941,Secret Stache Stout,American Stout,16.0 oz.,0.05%,,256,Finch's Beer Company,Chicago,IL
799,935,Fascist Pig Ale,American Amber / Red Ale,16.0 oz. Alumi-Tek,0.08%,72,256,Finch's Beer Company,Chicago,IL
800,809,Cut Throat Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,,256,Finch's Beer Company,Chicago,IL
801,481,Threadless IPA,American IPA,16.0 ounce,0.075,,256,Finch's Beer Company,Chicago,IL
802,351,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0 oz,0.055,,256,Finch's Beer Company,Chicago,IL
803,350,Golden Wing Blonde Ale,American Blonde Ale,16.0 oz,0.05%,,256,Finch's Beer Company,Chicago,IL
804,2569,Easy Jack,American IPA,12.0 oz,0.045,47,48,Firestone Walker Brewing Company,Paso Robles,CA
805,2463,Union Jack,American IPA,12.0 oz.,0.075,75,48,Firestone Walker Brewing Company,Paso Robles CA,
806,2462,Pivo Pils,German Pilsener,12.0 oz.,0.053,,48,Firestone Walker Brewing Company,Paso Robles,CA
807,1957,805 Blonde Ale,American Blonde Ale,12.0 oz,0.047,,48,Firestone Walker Brewing Company,Paso Robles,CA
808,1733,805,American Blonde Ale,12.0 oz,0.047,20,48,Firestone Walker Brewing Company,Paso Robles,CA
809,2624,Deflator,Doppelbock,16.0 oz.,0.065,,16,Flat 12 Bierwerks,Indianapolis,IN
810,2284,Hinchtown Hammer Down,American Blonde Ale,16.0 ounce,0.05,27,16,Flat 12 Bierwerks,Indianapolis,IN
811,1610,Half Cycle IPA,American IPA,16.0 ounce,0.06,104,16,Flat 12 Bierwerks,Indianapolis,IN
812,520,Inclined Plane Ale,American IPA,12.0 ounce,,,532,Flat Rock Brewing Company,Smithton,PA
813,2554,Moped Traveler,American Pale Ale (APA),16.0 oz,0.06%,,54,Flesk Brewing Company,Lombard,IL
814,608,Snake Dog IPA,American IPA,12.0 ounce,0.07%,60,521,Flying Dog Brewery,Frederick,MD
815,607,Underdog Atlantic Lager,American Pale Lager,12.0 oz.,0.047,28,521,Flying Dog Brewery,Frederick,MD
816,2567,Flying Mouse 8,American Porter,12.0 oz.,0.04,,50,Flying Mouse Brewery,Troutville,VA
817,2566,Flying Mouse 4,American IPA,12.0 ounce,0.07,70,50,Flying Mouse Brewery,Troutville,VA
818,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0 oz. Alumi-Tek,0.078,,279,Foolproof Brewing Company,Pawtucket,RI
819,983,Backyahd IPA,American IPA,12.0 oz,0.06%,,279,Foolproof Brewing Company,Pawtucket,RI
820,982,Raincloud Robust Porter,American Porter,12.0 ounce,0.07%,,279,Foolproof Brewing Company,Pawtucket,RI
821,981,Barstool American Golden Ale,American Blonde Ale,12.0 oz,0.045,,279,Foolproof Brewing Company,Pawtucket,RI
822,2111,What the Butler Saw,Witbier,12.0 oz.,0.05,18,217,Forgotten Boardwalk,Cherry Hill,NJ
823,2110,1916 Shore Shiver,American IPA,12.0 oz.,0.069,65,217,Forgotten Boardwalk,Cherry Hill,NJ
824,2172,Quick WIT,Belgian Pale Ale,12.0 oz.,0.05%,,206,Fort George Brewery,Astoria,OR
825,2171,The Optimist,American IPA,12.0 ounce,0.06%,,206,Fort George Brewery,Astoria,OR
826,1911,Suicide Squeeze IPA,American IPA,16.0 oz.,0.045,,206,Fort George Brewery,Astoria,OR
827,1803,Java the Hop,American IPA,16.0 oz.,0.065,,206,Fort George Brewery,Astoria,OR
828,1566,Next Adventure Black IPA,American Black Ale,16.0 oz.,0.062,,206,Fort George Brewery,Astoria,OR
829,1515,3-Way IPA (2013),American IPA,16.0 ounce,0.067,,206,Fort George Brewery,Astoria,OR
830,1214,Tender Loving Empire NWPA,American Pale Ale (APA),16.0 oz.,0.058,,206,Fort George Brewery,Astoria,OR
831,674,Quick Wit Belgianesque Ale,Witbier,16.0 oz.,0.052,,206,Fort George Brewery,Astoria,OR
