row_id,columns,error_type,right_value,error_value,missing_value,constraint,tuple_pairs
279,Condition,rule_violation,heart failure,xeart failure,0,"Constraint Violation: The MeasureCode of Row 279 is equal to the MeasureCode of Row 323, and The Condition of Row 279 is different from the Condition of Row 323.","(279, 323)"
280,HospitalType,pattern_violation,acute care hospitals,acutexcarexhospitals,0,,
281,MeasureName,rule_violation,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,0,"Constraint Violation: The MeasureCode of Row 281 is equal to the MeasureCode of Row 753, and The MeasureName of Row 281 is different from the MeasureName of Row 753.","(281, 753)"
283,ZipCode,rule_violation,35007,3x007,0,"Constraint Violation: The HospitalName of Row 283 is equal to the HospitalName of Row 287, and The ZipCode of Row 283 is different from the ZipCode of Row 287.","(283, 287)"
290,ZipCode,rule_violation,35007,x5007,0,"Constraint Violation: The HospitalName of Row 290 is equal to the HospitalName of Row 292, and The ZipCode of Row 290 is different from the ZipCode of Row 292.","(290, 292)"
290,MeasureName,rule_violation,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,0,"Constraint Violation: The MeasureCode of Row 290 is equal to the MeasureCode of Row 344, and The MeasureName of Row 290 is different from the MeasureName of Row 344.","(290, 344)"
293,HospitalType,pattern_violation,acute care hospitals,acuxe care hospixals,0,,
295,Address1,rule_violation,1720 university blvd,1720 univxrsity blvd,0,"Constraint Violation: The HospitalName of Row 295 is equal to the HospitalName of Row 299, and The Address1 of Row 295 is different from the Address1 of Row 299.","(295, 299)"
311,City,rule_violation,anniston,axxistox,0,"Constraint Violation: The HospitalName of Row 311 is equal to the HospitalName of Row 320, and The City of Row 311 is different from the City of Row 320.","(311, 320)"
312,CountyName,rule_violation,calhoun,calhoxn,0,"Constraint Violation: The City of Row 312 is equal to the City of Row 313, and The CountyName of Row 312 is different from the CountyName of Row 313.","(312, 313)"
313,HospitalOwner,rule_violation,proprietary,prxprietary,0,"Constraint Violation: The HospitalName of Row 313 is equal to the HospitalName of Row 315, and The HospitalOwner of Row 313 is different from the HospitalOwner of Row 315.","(313, 315)"
314,ProviderNumber,rule_violation,10038,100x8,0,"Constraint Violation: The HospitalName of Row 314 is equal to the HospitalName of Row 326, and The ProviderNumber of Row 314 is different from the ProviderNumber of Row 326.","(314, 326)"
316,Address1,rule_violation,301 east 18th st,301xeastx18thxst,0,"Constraint Violation: The HospitalName of Row 316 is equal to the HospitalName of Row 329, and The Address1 of Row 316 is different from the Address1 of Row 329.","(316, 329)"
316,Sample,pattern_violation,29 patients,29 xatients,0,,
318,EmergencyService,rule_violation,yes,xes,0,"Constraint Violation: The ZipCode of Row 318 is equal to the ZipCode of Row 772, and The EmergencyService of Row 318 is different from the EmergencyService of Row 772.","(318, 772)"
321,PhoneNumber,rule_violation,2562358900,256235x900,0,"Constraint Violation: The HospitalName of Row 321 is equal to the HospitalName of Row 768, and The PhoneNumber of Row 321 is different from the PhoneNumber of Row 768.","(321, 768)"
324,CountyName,rule_violation,calhoun,caxhoun,0,"Constraint Violation: The City of Row 324 is equal to the City of Row 768, and The CountyName of Row 324 is different from the CountyName of Row 768.","(324, 768)"
325,ZipCode,rule_violation,36201,36x01,0,"Constraint Violation: The HospitalName of Row 325 is equal to the HospitalName of Row 327, and The ZipCode of Row 325 is different from the ZipCode of Row 327.","(325, 327)"
327,EmergencyService,rule_violation,yes,yex,0,"Constraint Violation: The ZipCode of Row 327 is equal to the ZipCode of Row 766, and The EmergencyService of Row 327 is different from the EmergencyService of Row 766.","(327, 766)"
332,ZipCode,rule_violation,36305,3x305,0,"Constraint Violation: The HospitalName of Row 332 is equal to the HospitalName of Row 346, and The ZipCode of Row 332 is different from the ZipCode of Row 346.","(332, 346)"
332,HospitalOwner,rule_violation,proprietary,proxrietary,0,"Constraint Violation: The HospitalName of Row 332 is equal to the HospitalName of Row 342, and The HospitalOwner of Row 332 is different from the HospitalOwner of Row 342.","(332, 342)"
332,EmergencyService,pattern_violation,yes,yex,0,,
334,Address1,rule_violation,4370 west main street,4370xwestxmainxstreet,0,"Constraint Violation: The HospitalName of Row 334 is equal to the HospitalName of Row 345, and The Address1 of Row 334 is different from the Address1 of Row 345.","(334, 345)"
334,Stateavg,rule_violation,al_pn-2,al_pnx2,0,"Constraint Violation: The MeasureCode of Row 334 is equal to the MeasureCode of Row 941, and The Stateavg of Row 334 is different from the Stateavg of Row 941.","(334, 941)"
336,Score,pattern_violation,100%,x00%,0,,
337,HospitalName,rule_violation,flowers hospital,floxers hospital,0,"Constraint Violation: The ProviderNumber of Row 337 is equal to the ProviderNumber of Row 344, and The HospitalName of Row 337 is different from the HospitalName of Row 344.","(337, 344)"
340,ZipCode,rule_violation,36305,x6x05,0,"Constraint Violation: The HospitalName of Row 340 is equal to the HospitalName of Row 344, and The ZipCode of Row 340 is different from the ZipCode of Row 344.","(340, 344)"
342,PhoneNumber,rule_violation,3347935000,xx479x5000,0,"Constraint Violation: The HospitalName of Row 339 is equal to the HospitalName of Row 342, and The PhoneNumber of Row 339 is different from the PhoneNumber of Row 342.","(339, 342)"
346,CountyName,rule_violation,houston,housxon,0,"Constraint Violation: The City of Row 333 is equal to the City of Row 346, and The CountyName of Row 333 is different from the CountyName of Row 346.","(333, 346)"
346,MeasureName,rule_violation,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,0,"Constraint Violation: The MeasureCode of Row 292 is equal to the MeasureCode of Row 346, and The MeasureName of Row 292 is different from the MeasureName of Row 346.","(292, 346)"
347,Stateavg,rule_violation,al_scip-vte-2,al_scipxvtex2,0,"Constraint Violation: The MeasureCode of Row 347 is equal to the MeasureCode of Row 876, and The Stateavg of Row 347 is different from the Stateavg of Row 876.","(347, 876)"
349,MeasureCode,rule_violation,ami-2,amix2,0,"Constraint Violation: The MeasureName of Row 349 is equal to the MeasureName of Row 906, and The MeasureCode of Row 349 is different from the MeasureCode of Row 906.","(349, 906)"
350,Address1,rule_violation,810 st vincents drive,810 st vxncents drxve,0,"Constraint Violation: The HospitalName of Row 348 is equal to the HospitalName of Row 350, and The Address1 of Row 348 is different from the Address1 of Row 350.","(348, 350)"
350,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 350 is equal to the ZipCode of Row 352, and The EmergencyService of Row 350 is different from the EmergencyService of Row 352.","(350, 352)"
354,Sample,pattern_violation,10 patients,1x patients,0,,
356,State,pattern_violation,al,ax,0,,
356,HospitalOwner,rule_violation,proprietary,prxprietary,0,"Constraint Violation: The HospitalName of Row 356 is equal to the HospitalName of Row 367, and The HospitalOwner of Row 356 is different from the HospitalOwner of Row 367.","(356, 367)"
360,ProviderNumber,rule_violation,10086,100x6,0,"Constraint Violation: The HospitalName of Row 356 is equal to the HospitalName of Row 360, and The ProviderNumber of Row 356 is different from the ProviderNumber of Row 360.","(356, 360)"
363,Address1,rule_violation,1530 u s highway 43,1530xuxsxhighwayx43,0,"Constraint Violation: The HospitalName of Row 363 is equal to the HospitalName of Row 369, and The Address1 of Row 363 is different from the Address1 of Row 369.","(363, 369)"
366,ZipCode,rule_violation,35594,3xx94,0,"Constraint Violation: The HospitalName of Row 355 is equal to the HospitalName of Row 366, and The ZipCode of Row 355 is different from the ZipCode of Row 366.","(355, 366)"
366,Condition,rule_violation,pneumonia,pnxumonia,0,"Constraint Violation: The MeasureCode of Row 366 is equal to the MeasureCode of Row 753, and The Condition of Row 366 is different from the Condition of Row 753.","(366, 753)"
367,City,rule_violation,winfield,winfielx,0,"Constraint Violation: The HospitalName of Row 356 is equal to the HospitalName of Row 367, and The City of Row 356 is different from the City of Row 367.","(356, 367)"
369,Condition,rule_violation,pneumonia,pnexmonia,0,"Constraint Violation: The MeasureCode of Row 59 is equal to the MeasureCode of Row 369, and The Condition of Row 59 is different from the Condition of Row 369.","(59, 369)"
370,Stateavg,rule_violation,al_pn-7,alxpn-7,0,"Constraint Violation: The MeasureCode of Row 370 is equal to the MeasureCode of Row 657, and The Stateavg of Row 370 is different from the Stateavg of Row 657.","(370, 657)"
373,Stateavg,rule_violation,al_scip-inf-2,al_sxip-inf-2,0,"Constraint Violation: The MeasureCode of Row 373 is equal to the MeasureCode of Row 949, and The Stateavg of Row 373 is different from the Stateavg of Row 949.","(373, 949)"
374,EmergencyService,rule_violation,yes,yex,0,"Constraint Violation: The ZipCode of Row 355 is equal to the ZipCode of Row 374, and The EmergencyService of Row 355 is different from the EmergencyService of Row 374.","(355, 374)"
375,ZipCode,rule_violation,35594,3xx94,0,"Constraint Violation: The HospitalName of Row 358 is equal to the HospitalName of Row 375, and The ZipCode of Row 358 is different from the ZipCode of Row 375.","(358, 375)"
378,Score,pattern_violation,95%,x5%,0,,
380,MeasureName,rule_violation,heart attack patients given aspirin at discharge,heaxt attack patients given aspixin at dischaxge,0,"Constraint Violation: The MeasureCode of Row 380 is equal to the MeasureCode of Row 592, and The MeasureName of Row 380 is different from the MeasureName of Row 592.","(380, 592)"
381,PhoneNumber,rule_violation,2514717110,25x47x7xx0,0,"Constraint Violation: The HospitalName of Row 381 is equal to the HospitalName of Row 389, and The PhoneNumber of Row 381 is different from the PhoneNumber of Row 389.","(381, 389)"
384,HospitalName,rule_violation,univ of south alabama medical center,univ ox south alabama medical center,0,"Constraint Violation: The ProviderNumber of Row 379 is equal to the ProviderNumber of Row 384, and The HospitalName of Row 379 is different from the HospitalName of Row 384.","(379, 384)"
384,PhoneNumber,pattern_violation,2514717110,25x47x7xx0,0,,
385,HospitalName,rule_violation,univ of south alabama medical center,xniv of soxth alabama medical center,0,"Constraint Violation: The ProviderNumber of Row 385 is equal to the ProviderNumber of Row 388, and The HospitalName of Row 385 is different from the HospitalName of Row 388.","(385, 388)"
386,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 381 is equal to the HospitalName of Row 386, and The PhoneNumber of Row 381 is equal to the PhoneNumber of Row 386, and The HospitalOwner of Row 381 is equal to the HospitalOwner of Row 386, and The State of Row 381 is different from the State of Row 386.","(381, 386)"
386,PhoneNumber,rule_violation,2514717110,25x47x7xx0,0,"Constraint Violation: The HospitalName of Row 386 is equal to the HospitalName of Row 388, and The PhoneNumber of Row 386 is different from the PhoneNumber of Row 388.","(386, 388)"
386,Condition,rule_violation,heart failure,hxart failurx,0,"Constraint Violation: The MeasureCode of Row 126 is equal to the MeasureCode of Row 386, and The Condition of Row 126 is different from the Condition of Row 386.","(126, 386)"
387,Stateavg,rule_violation,al_hf-2,al_hx-2,0,"Constraint Violation: The MeasureCode of Row 387 is equal to the MeasureCode of Row 785, and The Stateavg of Row 387 is different from the Stateavg of Row 785.","(387, 785)"
389,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 384 is equal to the ZipCode of Row 389, and The EmergencyService of Row 384 is different from the EmergencyService of Row 389.","(384, 389)"
389,MeasureName,rule_violation,heart failure patients given smoking cessation advice/counseling,heart xailure patients given smoking cessation advice/counseling,0,"Constraint Violation: The MeasureCode of Row 389 is equal to the MeasureCode of Row 940, and The MeasureName of Row 389 is different from the MeasureName of Row 940.","(389, 940)"
391,MeasureCode,rule_violation,pn-3b,pn-xb,0,"Constraint Violation: The MeasureName of Row 391 is equal to the MeasureName of Row 753, and The MeasureCode of Row 391 is different from the MeasureCode of Row 753.","(391, 753)"
393,Address1,rule_violation,124 s memorial dr,124xsxmemorialxdr,0,"Constraint Violation: The HospitalName of Row 393 is equal to the HospitalName of Row 400, and The Address1 of Row 393 is different from the Address1 of Row 400.","(393, 400)"
393,PhoneNumber,rule_violation,3343614267,33x361x267,0,"Constraint Violation: The HospitalName of Row 393 is equal to the HospitalName of Row 411, and The PhoneNumber of Row 393 is different from the PhoneNumber of Row 411.","(393, 411)"
398,MeasureCode,rule_violation,hf-1,hx-1,0,"Constraint Violation: The MeasureName of Row 398 is equal to the MeasureName of Row 859, and The MeasureCode of Row 398 is different from the MeasureCode of Row 859.","(398, 859)"
400,Condition,rule_violation,heart failure,hxart failurx,0,"Constraint Violation: The MeasureCode of Row 78 is equal to the MeasureCode of Row 400, and The Condition of Row 78 is different from the Condition of Row 400.","(78, 400)"
402,State,rule_violation,al,ax,0,"Constraint Violation: The HospitalName of Row 401 is equal to the HospitalName of Row 402, and The PhoneNumber of Row 401 is equal to the PhoneNumber of Row 402, and The HospitalOwner of Row 401 is equal to the HospitalOwner of Row 402, and The State of Row 401 is different from the State of Row 402.","(401, 402)"
405,Score,pattern_violation,94%,x4%,0,,
406,ZipCode,rule_violation,36067,3x0x7,0,"Constraint Violation: The HospitalName of Row 400 is equal to the HospitalName of Row 406, and The ZipCode of Row 400 is different from the ZipCode of Row 406.","(400, 406)"
408,ProviderNumber,rule_violation,10108,x0x08,0,"Constraint Violation: The HospitalName of Row 392 is equal to the HospitalName of Row 408, and The ProviderNumber of Row 392 is different from the ProviderNumber of Row 408.","(392, 408)"
409,MeasureCode,rule_violation,scip-inf-1,scipxinfx1,0,"Constraint Violation: The MeasureName of Row 237 is equal to the MeasureName of Row 409, and The MeasureCode of Row 237 is different from the MeasureCode of Row 409.","(237, 409)"
410,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 393 is equal to the ZipCode of Row 410, and The EmergencyService of Row 393 is different from the EmergencyService of Row 410.","(393, 410)"
411,Address1,rule_violation,124 s memorial dr,124 s mxmorial dr,0,"Constraint Violation: The HospitalName of Row 393 is equal to the HospitalName of Row 411, and The Address1 of Row 393 is different from the Address1 of Row 411.","(393, 411)"
411,HospitalType,pattern_violation,acute care hospitals,acute care hosxitals,0,,
411,Score,pattern_violation,100%,1xx%,0,,
413,HospitalType,pattern_violation,acute care hospitals,acuxe care hospixals,0,,
413,Sample,pattern_violation,125 patients,125 patixnts,0,,
415,Address1,rule_violation,315 w hickory st,315 w hickxry st,0,"Constraint Violation: The HospitalName of Row 414 is equal to the HospitalName of Row 415, and The Address1 of Row 414 is different from the Address1 of Row 415.","(414, 415)"
415,CountyName,rule_violation,talladega,tallaxega,0,"Constraint Violation: The City of Row 414 is equal to the City of Row 415, and The CountyName of Row 414 is different from the CountyName of Row 415.","(414, 415)"
418,EmergencyService,rule_violation,no,xo,0,"Constraint Violation: The ZipCode of Row 414 is equal to the ZipCode of Row 418, and The EmergencyService of Row 414 is different from the EmergencyService of Row 418.","(414, 418)"
418,Sample,pattern_violation,4 patients,4 xatients,0,,
420,ZipCode,rule_violation,35150,x5150,0,"Constraint Violation: The HospitalName of Row 420 is equal to the HospitalName of Row 430, and The ZipCode of Row 420 is different from the ZipCode of Row 430.","(420, 430)"
426,Score,pattern_violation,97%,x7%,0,,
428,ZipCode,rule_violation,35150,3x1x0,0,"Constraint Violation: The HospitalName of Row 428 is equal to the HospitalName of Row 430, and The ZipCode of Row 428 is different from the ZipCode of Row 430.","(428, 430)"
431,Address1,rule_violation,315 w hickory st,315xwxhickoryxst,0,"Constraint Violation: The HospitalName of Row 418 is equal to the HospitalName of Row 431, and The Address1 of Row 418 is different from the Address1 of Row 431.","(418, 431)"
434,MeasureName,rule_violation,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),0,"Constraint Violation: The MeasureCode of Row 434 is equal to the MeasureCode of Row 725, and The MeasureName of Row 434 is different from the MeasureName of Row 725.","(434, 725)"
437,City,rule_violation,anchorage,anchoraxe,0,"Constraint Violation: The HospitalName of Row 434 is equal to the HospitalName of Row 437, and The City of Row 434 is different from the City of Row 437.","(434, 437)"
444,Sample,pattern_violation,521 patients,521 patiexts,0,,
447,MeasureName,pattern_violation,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamx茂驴陆cxnotxaxrazor),0,,
448,HospitalName,rule_violation,alaska regional hospital,xlxskx regionxl hospitxl,0,"Constraint Violation: The ProviderNumber of Row 436 is equal to the ProviderNumber of Row 448, and The HospitalName of Row 436 is different from the HospitalName of Row 448.","(436, 448)"
449,HospitalOwner,rule_violation,proprietary,proxrietary,0,"Constraint Violation: The HospitalName of Row 434 is equal to the HospitalName of Row 449, and The HospitalOwner of Row 434 is different from the HospitalOwner of Row 449.","(434, 449)"
451,Address1,rule_violation,po box 287,poxboxx287,0,"Constraint Violation: The HospitalName of Row 450 is equal to the HospitalName of Row 451, and The Address1 of Row 450 is different from the Address1 of Row 451.","(450, 451)"
453,HospitalType,pattern_violation,acute care hospitals,acute care hospitaxs,0,,
456,CountyName,rule_violation,jefferson,jxffxrson,0,"Constraint Violation: The City of Row 453 is equal to the City of Row 456, and The CountyName of Row 453 is different from the CountyName of Row 456.","(453, 456)"
456,HospitalOwner,rule_violation,government - hospital district or authority,gxvernment - hxspital district xr authxrity,0,"Constraint Violation: The HospitalName of Row 11 is equal to the HospitalName of Row 456, and The HospitalOwner of Row 11 is different from the HospitalOwner of Row 456.","(11, 456)"
457,CountyName,rule_violation,jefferson,xefferson,0,"Constraint Violation: The City of Row 14 is equal to the City of Row 457, and The CountyName of Row 14 is different from the CountyName of Row 457.","(14, 457)"
462,Sample,pattern_violation,0 patients,x patients,0,,
464,MeasureCode,rule_violation,scip-vte-1,sxip-vte-1,0,"Constraint Violation: The MeasureName of Row 464 is equal to the MeasureName of Row 800, and The MeasureCode of Row 464 is different from the MeasureCode of Row 800.","(464, 800)"
465,CountyName,rule_violation,jefferson,jexxerson,0,"Constraint Violation: The City of Row 457 is equal to the City of Row 465, and The CountyName of Row 457 is different from the CountyName of Row 465.","(457, 465)"
467,Condition,rule_violation,heart attack,hexrt attxck,0,"Constraint Violation: The MeasureCode of Row 467 is equal to the MeasureCode of Row 981, and The Condition of Row 467 is different from the Condition of Row 981.","(467, 981)"
471,PhoneNumber,rule_violation,3347742601,334774x601,0,"Constraint Violation: The HospitalName of Row 471 is equal to the HospitalName of Row 487, and The PhoneNumber of Row 471 is different from the PhoneNumber of Row 487.","(471, 487)"
472,Address1,rule_violation,126 hospital ave,126xhospitalxave,0,"Constraint Violation: The HospitalName of Row 472 is equal to the HospitalName of Row 484, and The Address1 of Row 472 is different from the Address1 of Row 484.","(472, 484)"
473,MeasureName,rule_violation,heart failure patients given discharge instructions,heaxt failuxe patients given dischaxge instxuctions,0,"Constraint Violation: The MeasureCode of Row 473 is equal to the MeasureCode of Row 498, and The MeasureName of Row 473 is different from the MeasureName of Row 498.","(473, 498)"
474,City,rule_violation,ozark,ozarx,0,"Constraint Violation: The HospitalName of Row 469 is equal to the HospitalName of Row 474, and The City of Row 469 is different from the City of Row 474.","(469, 474)"
477,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 468 is equal to the HospitalName of Row 477, and The PhoneNumber of Row 468 is equal to the PhoneNumber of Row 477, and The HospitalOwner of Row 468 is equal to the HospitalOwner of Row 477, and The State of Row 468 is different from the State of Row 477.","(468, 477)"
477,Stateavg,rule_violation,al_pn-2,ax_pn-2,0,"Constraint Violation: The MeasureCode of Row 255 is equal to the MeasureCode of Row 477, and The Stateavg of Row 255 is different from the Stateavg of Row 477.","(255, 477)"
482,Sample,pattern_violation,62 patients,62 patientx,0,,
483,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 480 is equal to the HospitalName of Row 483, and The PhoneNumber of Row 480 is equal to the PhoneNumber of Row 483, and The HospitalOwner of Row 480 is equal to the HospitalOwner of Row 483, and The State of Row 480 is different from the State of Row 483.","(480, 483)"
484,Address1,rule_violation,126 hospital ave,1x6 hospital ave,0,"Constraint Violation: The HospitalName of Row 484 is equal to the HospitalName of Row 487, and The Address1 of Row 484 is different from the Address1 of Row 487.","(484, 487)"
485,City,rule_violation,ozark,xzark,0,"Constraint Violation: The HospitalName of Row 485 is equal to the HospitalName of Row 489, and The City of Row 485 is different from the City of Row 489.","(485, 489)"
488,Score,pattern_violation,100%,1xx%,0,,
490,ZipCode,rule_violation,36360,x6x60,0,"Constraint Violation: The HospitalName of Row 480 is equal to the HospitalName of Row 490, and The ZipCode of Row 480 is different from the ZipCode of Row 490.","(480, 490)"
490,HospitalType,pattern_violation,acute care hospitals,acute caxe hospitals,0,,
492,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 492 is equal to the ZipCode of Row 498, and The EmergencyService of Row 492 is different from the EmergencyService of Row 498.","(492, 498)"
493,HospitalType,pattern_violation,acute care hospitals,acute care hxspitals,0,,
493,HospitalOwner,rule_violation,voluntary non-profit - private,voluntaryxnon-profitx-xprivate,0,"Constraint Violation: The HospitalName of Row 493 is equal to the HospitalName of Row 497, and The HospitalOwner of Row 493 is different from the HospitalOwner of Row 497.","(493, 497)"
493,MeasureName,rule_violation,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),0,"Constraint Violation: The MeasureCode of Row 356 is equal to the MeasureCode of Row 493, and The MeasureName of Row 356 is different from the MeasureName of Row 493.","(356, 493)"
495,MeasureCode,rule_violation,ami-5,ami-x,0,"Constraint Violation: The MeasureName of Row 495 is equal to the MeasureName of Row 720, and The MeasureCode of Row 495 is different from the MeasureCode of Row 720.","(495, 720)"
496,Sample,pattern_violation,0 patients,0 patxents,0,,
497,HospitalType,pattern_violation,acute care hospitals,acutx carx hospitals,0,,
499,ZipCode,rule_violation,35960,x5960,0,"Constraint Violation: The HospitalName of Row 499 is equal to the HospitalName of Row 508, and The ZipCode of Row 499 is different from the ZipCode of Row 508.","(499, 508)"
502,CountyName,rule_violation,cherokee,chxrokxx,0,"Constraint Violation: The City of Row 497 is equal to the City of Row 502, and The CountyName of Row 497 is different from the CountyName of Row 502.","(497, 502)"
502,Sample,pattern_violation,44 patients,44 paxienxs,0,,
504,State,rule_violation,al,ax,0,"Constraint Violation: The HospitalName of Row 504 is equal to the HospitalName of Row 515, and The PhoneNumber of Row 504 is equal to the PhoneNumber of Row 515, and The HospitalOwner of Row 504 is equal to the HospitalOwner of Row 515, and The State of Row 504 is different from the State of Row 515.","(504, 515)"
506,Condition,rule_violation,pneumonia,pneumonix,0,"Constraint Violation: The MeasureCode of Row 506 is equal to the MeasureCode of Row 817, and The Condition of Row 506 is different from the Condition of Row 817.","(506, 817)"
506,Score,pattern_violation,93%,93x,0,,
507,MeasureName,rule_violation,pneumonia patients assessed and given influenza vaccination,pneumonix pxtients assessed xnd given influenzx vxccinxtion,0,"Constraint Violation: The MeasureCode of Row 507 is equal to the MeasureCode of Row 818, and The MeasureName of Row 507 is different from the MeasureName of Row 818.","(507, 818)"
511,HospitalType,pattern_violation,acute care hospitals,acuxe care hospixals,0,,
513,CountyName,rule_violation,cherokee,chxrokxx,0,"Constraint Violation: The City of Row 500 is equal to the City of Row 513, and The CountyName of Row 500 is different from the CountyName of Row 513.","(500, 513)"
514,Score,pattern_violation,100%,1xx%,0,,
516,PhoneNumber,rule_violation,3342882100,3342xx2100,0,"Constraint Violation: The HospitalName of Row 516 is equal to the HospitalName of Row 519, and The PhoneNumber of Row 516 is different from the PhoneNumber of Row 519.","(516, 519)"
517,City,rule_violation,montgomery,montxomery,0,"Constraint Violation: The HospitalName of Row 517 is equal to the HospitalName of Row 520, and The City of Row 517 is different from the City of Row 520.","(517, 520)"
521,EmergencyService,rule_violation,yes,yxs,0,"Constraint Violation: The ZipCode of Row 521 is equal to the ZipCode of Row 531, and The EmergencyService of Row 521 is different from the EmergencyService of Row 531.","(521, 531)"
523,Sample,pattern_violation,257 patients,25x patients,0,,
526,HospitalOwner,rule_violation,voluntary non-profit - church,volxntary non-profit - chxrch,0,"Constraint Violation: The HospitalName of Row 520 is equal to the HospitalName of Row 526, and The HospitalOwner of Row 520 is different from the HospitalOwner of Row 526.","(520, 526)"
527,CountyName,rule_violation,montgomery,monxgomery,0,"Constraint Violation: The City of Row 527 is equal to the City of Row 547, and The CountyName of Row 527 is different from the CountyName of Row 547.","(527, 547)"
532,HospitalName,rule_violation,baptist medical center south,baptist medical cexter south,0,"Constraint Violation: The ProviderNumber of Row 532 is equal to the ProviderNumber of Row 533, and The HospitalName of Row 532 is different from the HospitalName of Row 533.","(532, 533)"
532,HospitalType,pattern_violation,acute care hospitals,acute care hosxitals,0,,
532,MeasureName,rule_violation,pneumonia patients assessed and given influenza vaccination,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,0,"Constraint Violation: The MeasureCode of Row 235 is equal to the MeasureCode of Row 532, and The MeasureName of Row 235 is different from the MeasureName of Row 532.","(235, 532)"
532,Sample,pattern_violation,87 patients,87 patientx,0,,
536,EmergencyService,rule_violation,yes,yex,0,"Constraint Violation: The ZipCode of Row 521 is equal to the ZipCode of Row 536, and The EmergencyService of Row 521 is different from the EmergencyService of Row 536.","(521, 536)"
540,CountyName,rule_violation,montgomery,montgomexy,0,"Constraint Violation: The City of Row 524 is equal to the City of Row 540, and The CountyName of Row 524 is different from the CountyName of Row 540.","(524, 540)"
541,MeasureName,rule_violation,heart attack patients given aspirin at arrival,hexrt attxck pxtients given aspirin xt arrivxl,0,"Constraint Violation: The MeasureCode of Row 354 is equal to the MeasureCode of Row 541, and The MeasureName of Row 354 is different from the MeasureName of Row 541.","(354, 541)"
544,ZipCode,rule_violation,36106,3x10x,0,"Constraint Violation: The HospitalName of Row 544 is equal to the HospitalName of Row 565, and The ZipCode of Row 544 is different from the ZipCode of Row 565.","(544, 565)"
545,MeasureName,rule_violation,heart attack patients given beta blocker at discharge,heaxt attack patients given beta blockex at dischaxge,0,"Constraint Violation: The MeasureCode of Row 545 is equal to the MeasureCode of Row 695, and The MeasureName of Row 545 is different from the MeasureName of Row 695.","(545, 695)"
546,Sample,pattern_violation,0 patients,x patients,0,,
548,PhoneNumber,rule_violation,3342938000,3342938xxx,0,"Constraint Violation: The HospitalName of Row 548 is equal to the HospitalName of Row 559, and The PhoneNumber of Row 548 is different from the PhoneNumber of Row 559.","(548, 559)"
551,CountyName,rule_violation,montgomery,monxgomery,0,"Constraint Violation: The City of Row 530 is equal to the City of Row 551, and The CountyName of Row 530 is different from the CountyName of Row 551.","(530, 551)"
554,Sample,pattern_violation,74 patients,74 patxents,0,,
555,Condition,rule_violation,pneumonia,pxeumoxia,0,"Constraint Violation: The MeasureCode of Row 33 is equal to the MeasureCode of Row 555, and The Condition of Row 33 is different from the Condition of Row 555.","(33, 555)"
555,Stateavg,rule_violation,al_pn-5c,al_pn-5x,0,"Constraint Violation: The MeasureCode of Row 83 is equal to the MeasureCode of Row 555, and The Stateavg of Row 83 is different from the Stateavg of Row 555.","(83, 555)"
559,ProviderNumber,rule_violation,10024,1xx24,0,"Constraint Violation: The HospitalName of Row 555 is equal to the HospitalName of Row 559, and The ProviderNumber of Row 555 is different from the ProviderNumber of Row 559.","(555, 559)"
559,State,rule_violation,al,xl,0,"Constraint Violation: The HospitalName of Row 558 is equal to the HospitalName of Row 559, and The PhoneNumber of Row 558 is equal to the PhoneNumber of Row 559, and The HospitalOwner of Row 558 is equal to the HospitalOwner of Row 559, and The State of Row 558 is different from the State of Row 559.","(558, 559)"
560,HospitalName,rule_violation,jackson hospital & clinic inc,jaxkson hospital & xlinix inx,0,"Constraint Violation: The ProviderNumber of Row 552 is equal to the ProviderNumber of Row 560, and The HospitalName of Row 552 is different from the HospitalName of Row 560.","(552, 560)"
