row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
845,title,pattern_violation,_on Flux,Æon Flux,0
5573,language,pattern_violation,en,English,0
5574,language,pattern_violation,en,English,0
5575,language,pattern_violation,en,English,0
5576,language,pattern_violation,en,English,0
5577,language,pattern_violation,en,English,0
5578,language,pattern_violation,en,English,0
5579,language,pattern_violation,en,English,0
5580,language,pattern_violation,en,English,0
5581,language,pattern_violation,en,English,0
5582,language,pattern_violation,en,English,0
5583,language,pattern_violation,en,English,0
5584,language,pattern_violation,en,English,0
5585,language,pattern_violation,en,English,0
5586,language,pattern_violation,en,English,0
5587,language,pattern_violation,en,English,0
5588,language,pattern_violation,en,English,0
5589,language,pattern_violation,en,English,0
5590,language,pattern_violation,en,English,0
5591,language,pattern_violation,en,English,0
5592,language,pattern_violation,en,English,0
5593,language,pattern_violation,en,English,0
5594,language,pattern_violation,en,English,0
5595,language,pattern_violation,en,English,0
5596,language,pattern_violation,en,English,0
5597,language,pattern_violation,en,English,0
5598,language,pattern_violation,en,English,0
5599,language,pattern_violation,en,English,0
5600,language,pattern_violation,en,English,0
5601,language,pattern_violation,en,English,0
5602,language,pattern_violation,en,English,0
5603,language,pattern_violation,en,English,0
5604,language,pattern_violation,en,English,0
5605,language,pattern_violation,en,English,0
5606,language,pattern_violation,en,English,0
5607,language,pattern_violation,en,English,0
5608,language,pattern_violation,en,English,0
5609,language,pattern_violation,en,English,0
5610,language,pattern_violation,en,English,0
5611,language,pattern_violation,en,English,0
5612,language,pattern_violation,en,English,0
5613,language,pattern_violation,en,English,0
5614,language,pattern_violation,en,English,0
5615,language,pattern_violation,en,English,0
5616,language,pattern_violation,en,English,0
5617,language,pattern_violation,en,English,0
5618,language,pattern_violation,en,English,0
5619,language,pattern_violation,en,English,0
5620,language,pattern_violation,en,English,0
5621,language,pattern_violation,en,English,0
5622,language,pattern_violation,en,English,0
5623,language,pattern_violation,en,English,0
5624,language,pattern_violation,zh,Chinese,0
5625,language,pattern_violation,en,English,0
5626,language,pattern_violation,en,English,0
5627,language,pattern_violation,en,English,0
5628,language,pattern_violation,en,English,0
5629,language,pattern_violation,en,English,0
5630,language,pattern_violation,en,English,0
5631,language,pattern_violation,en,English,0
5632,language,pattern_violation,en,English,0
5633,language,pattern_violation,en,English,0
5634,language,pattern_violation,en,English,0
5635,language,pattern_violation,en,English,0
5636,language,pattern_violation,en,English,0
5637,language,pattern_violation,en,English,0
5638,language,pattern_violation,en,English,0
5639,language,pattern_violation,en,English,0
5640,language,pattern_violation,en,English,0
5641,language,pattern_violation,en,English,0
5642,language,pattern_violation,en,English,0
5643,language,pattern_violation,en,English,0
5644,language,pattern_violation,en,English,0
5645,language,pattern_violation,en,English,0
5646,language,pattern_violation,en,English,0
5647,language,pattern_violation,en,English,0
5648,language,pattern_violation,en,English,0
5649,language,pattern_violation,en,English,0
5650,language,pattern_violation,en,English,0
5651,language,pattern_violation,en,English,0
5652,language,pattern_violation,en,English,0
5653,language,pattern_violation,en,English,0
5654,language,pattern_violation,en,English,0
5655,language,pattern_violation,en,English,0
5656,language,pattern_violation,en,English,0
5657,language,pattern_violation,en,English,0
5658,language,pattern_violation,en,English,0
5659,language,pattern_violation,en,English,0
5660,language,pattern_violation,en,English,0
5661,language,pattern_violation,en,English,0
5662,language,pattern_violation,en,English,0
5663,language,pattern_violation,en,English,0
5664,language,pattern_violation,en,English,0
5665,language,pattern_violation,zh,Chinese,0
5666,language,pattern_violation,en,English,0
5667,language,pattern_violation,en,English,0
5668,language,pattern_violation,en,English,0
5669,language,pattern_violation,fr,French,0
5670,language,pattern_violation,en,English,0
5671,language,pattern_violation,fr,French,0
5672,language,pattern_violation,en,English,0
5673,language,pattern_violation,en,English,0
5674,language,pattern_violation,en,English,0
5675,language,pattern_violation,en,English,0
5676,language,pattern_violation,en,English,0
5677,language,pattern_violation,en,English,0
5678,language,pattern_violation,en,English,0
5679,language,pattern_violation,en,English,0
5680,language,pattern_violation,en,English,0
5681,language,pattern_violation,en,English,0
5682,language,pattern_violation,en,English,0
5683,language,pattern_violation,en,English,0
5684,language,pattern_violation,en,English,0
5685,language,pattern_violation,en,English,0
5686,language,pattern_violation,en,English,0
5687,language,pattern_violation,en,English,0
5688,language,pattern_violation,en,English,0
5689,language,pattern_violation,en,English,0
5690,language,pattern_violation,en,English,0
5691,language,pattern_violation,en,English,0
5692,language,pattern_violation,en,English,0
5693,language,pattern_violation,en,English,0
5694,language,pattern_violation,en,English,0
5695,language,pattern_violation,en,English,0
5696,language,pattern_violation,en,English,0
5697,language,pattern_violation,en,English,0
5698,language,pattern_violation,en,English,0
5699,language,pattern_violation,en,English,0
5700,language,pattern_violation,en,English,0
5701,language,pattern_violation,en,English,0
5702,language,pattern_violation,en,English,0
5703,language,pattern_violation,en,English,0
5704,language,pattern_violation,en,English,0
5705,language,pattern_violation,en,English,0
5706,language,pattern_violation,en,English,0
5707,language,pattern_violation,en,English,0
5708,language,pattern_violation,en,English,0
5709,language,pattern_violation,en,English,0
5710,language,pattern_violation,en,English,0
5711,language,pattern_violation,en,English,0
5712,language,pattern_violation,en,English,0
5713,language,pattern_violation,en,English,0
5714,language,pattern_violation,en,English,0
5715,language,pattern_violation,en,English,0
5716,language,pattern_violation,en,English,0
5717,language,pattern_violation,en,English,0
5718,language,pattern_violation,en,English,0
5719,language,pattern_violation,en,English,0
5720,language,pattern_violation,en,English,0
5721,language,pattern_violation,en,English,0
5722,language,pattern_violation,en,English,0
5723,language,pattern_violation,en,English,0
5724,language,pattern_violation,en,English,0
5725,language,pattern_violation,en,English,0
5726,language,pattern_violation,en,English,0
5727,language,pattern_violation,en,English,0
5728,language,pattern_violation,en,English,0
5729,language,pattern_violation,en,English,0
5730,language,pattern_violation,en,English,0
5731,language,pattern_violation,en,English,0
5732,language,pattern_violation,en,English,0
5733,language,pattern_violation,en,English,0
5734,language,pattern_violation,en,English,0
5735,language,pattern_violation,en,English,0
5736,language,pattern_violation,en,English,0
5737,language,pattern_violation,en,English,0
5738,language,pattern_violation,en,English,0
5739,language,pattern_violation,en,English,0
5740,language,pattern_violation,en,English,0
5741,language,pattern_violation,en,English,0
5742,language,pattern_violation,en,English,0
5743,language,pattern_violation,en,English,0
5744,language,pattern_violation,en,English,0
5745,language,pattern_violation,en,English,0
5746,language,pattern_violation,en,English,0
5747,language,pattern_violation,en,English,0
5748,language,pattern_violation,en,English,0
5749,language,pattern_violation,en,English,0
5750,language,pattern_violation,en,English,0
5751,language,pattern_violation,en,English,0
5752,language,pattern_violation,en,English,0
5753,language,pattern_violation,en,English,0
5754,language,pattern_violation,en,English,0
5755,language,pattern_violation,en,English,0
5756,language,pattern_violation,en,English,0
5757,language,pattern_violation,en,English,0
5758,language,pattern_violation,en,English,0
5759,language,pattern_violation,en,English,0
5760,language,pattern_violation,en,English,0
5761,language,pattern_violation,en,English,0
5762,language,pattern_violation,en,English,0
5763,language,pattern_violation,en,English,0
5764,language,pattern_violation,en,English,0
5765,language,pattern_violation,en,English,0
5766,language,pattern_violation,en,English,0
5767,language,pattern_violation,en,English,0
5768,language,pattern_violation,en,English,0
5769,language,pattern_violation,en,English,0
5770,language,pattern_violation,en,English,0
5771,language,pattern_violation,en,English,0
5772,language,pattern_violation,en,English,0
5773,language,pattern_violation,en,English,0
5774,language,pattern_violation,en,English,0
5775,language,pattern_violation,en,English,0
5776,language,pattern_violation,en,English,0
5777,language,pattern_violation,en,English,0
5778,language,pattern_violation,en,English,0
5779,language,pattern_violation,en,English,0
5780,language,pattern_violation,en,English,0
5781,language,pattern_violation,en,English,0
5782,language,pattern_violation,en,English,0
5783,language,pattern_violation,en,English,0
5784,language,pattern_violation,en,English,0
5785,language,pattern_violation,en,English,0
5786,language,pattern_violation,en,English,0
5787,language,pattern_violation,en,English,0
5788,language,pattern_violation,en,English,0
5789,language,pattern_violation,fr,French,0
5790,language,pattern_violation,en,English,0
5791,language,pattern_violation,en,English,0
5792,language,pattern_violation,en,English,0
5793,language,pattern_violation,en,English,0
5794,language,pattern_violation,en,English,0
5795,language,pattern_violation,en,English,0
5796,language,pattern_violation,en,English,0
5797,language,pattern_violation,en,English,0
5798,language,pattern_violation,en,English,0
5799,language,pattern_violation,en,English,0
5800,language,pattern_violation,en,English,0
5801,language,pattern_violation,en,English,0
5802,language,pattern_violation,en,English,0
5803,language,pattern_violation,en,English,0
5804,language,pattern_violation,en,English,0
5805,language,pattern_violation,en,English,0
5806,language,pattern_violation,en,English,0
5807,language,pattern_violation,en,English,0
5808,language,pattern_violation,en,English,0
5809,language,pattern_violation,en,English,0
5810,language,pattern_violation,en,English,0
5811,language,pattern_violation,en,English,0
5812,language,pattern_violation,en,English,0
5813,language,pattern_violation,zh,Chinese,0
5814,language,pattern_violation,en,English,0
5815,language,pattern_violation,ko,Korean,0
5816,language,pattern_violation,fr,French,0
5817,language,pattern_violation,en,English,0
5818,language,pattern_violation,en,English,0
5820,language,pattern_violation,en,English,0
5821,language,pattern_violation,en,English,0
5822,language,pattern_violation,en,English,0
5823,language,pattern_violation,en,English,0
5824,language,pattern_violation,en,English,0
5825,language,pattern_violation,en,English,0
5826,language,pattern_violation,en,English,0
5827,language,pattern_violation,zh,Chinese,0
5828,language,pattern_violation,en,English,0
5829,language,pattern_violation,en,English,0
5830,language,pattern_violation,en,English,0
5831,language,pattern_violation,en,English,0
5832,language,pattern_violation,en,English,0
5833,language,pattern_violation,zh,Chinese,0
5834,language,pattern_violation,en,English,0
5835,language,pattern_violation,zh,Chinese,0
5836,language,pattern_violation,en,English,0
5837,language,pattern_violation,en,English,0
5838,language,pattern_violation,en,English,0
5839,language,pattern_violation,en,English,0
5840,language,pattern_violation,en,English,0
5841,language,pattern_violation,en,English,0
5842,language,pattern_violation,en,English,0
5843,language,pattern_violation,en,English,0
5844,language,pattern_violation,en,English,0
5845,language,pattern_violation,en,English,0
5846,language,pattern_violation,en,English,0
5847,language,pattern_violation,en,English,0
5848,language,pattern_violation,en,English,0
5849,language,pattern_violation,en,English,0
5850,language,pattern_violation,en,English,0
5851,language,pattern_violation,en,English,0
5852,language,pattern_violation,en,English,0
5853,language,pattern_violation,en,English,0
5854,language,pattern_violation,en,English,0
5855,language,pattern_violation,en,English,0
5856,language,pattern_violation,en,English,0
5857,language,pattern_violation,en,English,0
5858,language,pattern_violation,en,English,0
5859,language,pattern_violation,en,English,0
5860,language,pattern_violation,en,English,0
5861,language,pattern_violation,en,English,0
5862,language,pattern_violation,en,English,0
5863,language,pattern_violation,en,English,0
5864,language,pattern_violation,en,English,0
5865,language,pattern_violation,en,English,0
5866,language,pattern_violation,en,English,0
5867,language,pattern_violation,en,English,0
5868,language,pattern_violation,en,English,0
5869,language,pattern_violation,en,English,0
5870,language,pattern_violation,ru,Russian,0
5871,language,pattern_violation,en,English,0
5872,language,pattern_violation,en,English,0
5873,language,pattern_violation,en,English,0
5874,language,pattern_violation,en,English,0
5875,language,pattern_violation,en,English,0
5876,language,pattern_violation,en,English,0
5877,language,pattern_violation,en,English,0
5878,language,pattern_violation,en,English,0
5879,language,pattern_violation,en,English,0
5880,language,pattern_violation,en,English,0
5881,language,pattern_violation,en,English,0
5882,language,pattern_violation,de,German,0
5883,language,pattern_violation,en,English,0
5884,language,pattern_violation,en,English,0
5885,language,pattern_violation,en,English,0
5886,language,pattern_violation,cn,Chinese,0
5887,language,pattern_violation,en,English,0
5888,language,pattern_violation,en,English,0
5889,language,pattern_violation,en,English,0
5890,language,pattern_violation,en,English,0
5891,language,pattern_violation,en,English,0
5892,language,pattern_violation,en,English,0
5893,language,pattern_violation,en,English,0
5894,language,pattern_violation,en,English,0
5895,language,pattern_violation,en,English,0
5896,language,pattern_violation,en,English,0
5897,language,pattern_violation,en,English,0
5898,language,pattern_violation,en,English,0
5899,language,pattern_violation,en,English,0
5900,language,pattern_violation,en,English,0
5901,language,pattern_violation,en,English,0
5902,language,pattern_violation,en,English,0
5903,language,pattern_violation,en,English,0
5904,language,pattern_violation,en,English,0
5905,language,pattern_violation,en,English,0
5906,language,pattern_violation,en,English,0
5907,language,pattern_violation,en,English,0
5908,language,pattern_violation,en,English,0
5909,language,pattern_violation,en,English,0
5910,language,pattern_violation,en,English,0
5911,language,pattern_violation,en,English,0
5912,language,pattern_violation,en,English,0
5913,language,pattern_violation,en,English,0
5914,language,pattern_violation,en,English,0
5915,language,pattern_violation,en,English,0
5916,language,pattern_violation,en,English,0
5917,language,pattern_violation,en,English,0
5918,language,pattern_violation,en,English,0
5919,language,pattern_violation,en,English,0
5920,language,pattern_violation,en,English,0
5921,language,pattern_violation,en,English,0
5922,language,pattern_violation,en,English,0
5923,language,pattern_violation,en,English,0
5924,language,pattern_violation,en,English,0
5925,language,pattern_violation,en,English,0
5926,language,pattern_violation,en,English,0
5927,language,pattern_violation,en,English,0
5928,language,pattern_violation,en,English,0
5929,language,pattern_violation,en,English,0
5930,language,pattern_violation,en,English,0
5931,language,pattern_violation,en,English,0
5932,language,pattern_violation,en,English,0
5933,language,pattern_violation,en,English,0
5934,language,pattern_violation,en,English,0
5935,language,pattern_violation,en,English,0
5936,language,pattern_violation,en,English,0
5937,language,pattern_violation,en,English,0
5938,language,pattern_violation,en,English,0
5939,language,pattern_violation,en,English,0
5940,language,pattern_violation,en,English,0
5941,language,pattern_violation,en,English,0
5942,language,pattern_violation,en,English,0
5943,language,pattern_violation,en,English,0
5944,language,pattern_violation,en,English,0
5945,language,pattern_violation,en,English,0
5946,language,pattern_violation,en,English,0
5947,language,pattern_violation,en,English,0
5948,language,pattern_violation,en,English,0
5949,language,pattern_violation,en,English,0
5950,language,pattern_violation,en,English,0
5951,language,pattern_violation,en,English,0
5952,language,pattern_violation,en,English,0
5953,language,pattern_violation,en,English,0
5954,language,pattern_violation,en,English,0
5955,language,pattern_violation,en,English,0
5956,language,pattern_violation,en,English,0
5957,language,pattern_violation,en,English,0
5958,language,pattern_violation,en,English,0
5959,language,pattern_violation,en,English,0
5960,language,pattern_violation,en,English,0
5961,language,pattern_violation,en,English,0
5962,language,pattern_violation,en,English,0
5963,language,pattern_violation,en,English,0
5964,language,pattern_violation,en,English,0
5965,language,pattern_violation,en,English,0
5966,language,pattern_violation,en,English,0
5967,language,pattern_violation,en,English,0
5968,language,pattern_violation,en,English,0
5969,language,pattern_violation,en,English,0
5970,language,pattern_violation,en,English,0
5971,language,pattern_violation,en,English,0
5972,language,pattern_violation,en,English,0
5973,language,pattern_violation,en,English,0
5974,language,pattern_violation,en,English,0
5975,language,pattern_violation,en,English,0
5976,language,pattern_violation,en,English,0
5977,language,pattern_violation,en,English,0
5978,language,pattern_violation,en,English,0
5979,language,pattern_violation,en,English,0
5980,language,pattern_violation,en,English,0
5981,language,pattern_violation,en,English,0
5982,language,pattern_violation,en,English,0
5983,language,pattern_violation,en,English,0
5984,language,pattern_violation,en,English,0
5985,language,pattern_violation,en,English,0
5986,language,pattern_violation,en,English,0
5987,language,pattern_violation,en,English,0
5988,language,pattern_violation,en,English,0
5989,language,pattern_violation,en,English,0
5990,language,pattern_violation,en,English,0
5991,language,pattern_violation,es,Spanish,0
5992,language,pattern_violation,es,Spanish,0
5993,language,pattern_violation,en,English,0
5994,language,pattern_violation,en,English,0
5995,language,pattern_violation,en,English,0
5996,language,pattern_violation,en,English,0
5997,language,pattern_violation,en,English,0
5998,language,pattern_violation,en,English,0
5999,language,pattern_violation,en,English,0
6000,language,pattern_violation,ja,Japanese,0
6001,language,pattern_violation,en,English,0
6002,language,pattern_violation,en,English,0
6003,language,pattern_violation,en,English,0
6004,language,pattern_violation,en,English,0
6005,language,pattern_violation,en,English,0
6006,language,pattern_violation,en,English,0
6007,language,pattern_violation,en,English,0
6008,language,pattern_violation,en,English,0
6009,language,pattern_violation,en,English,0
6010,language,pattern_violation,en,English,0
6011,language,pattern_violation,en,English,0
6012,language,pattern_violation,en,English,0
6013,language,pattern_violation,en,English,0
6014,language,pattern_violation,en,English,0
6015,language,pattern_violation,en,English,0
6016,language,pattern_violation,en,English,0
6017,language,pattern_violation,en,English,0
6018,language,pattern_violation,en,English,0
6019,language,pattern_violation,en,English,0
6020,language,pattern_violation,en,English,0
6021,language,pattern_violation,en,English,0
6022,language,pattern_violation,en,English,0
6023,language,pattern_violation,en,English,0
6024,language,pattern_violation,en,English,0
6025,language,pattern_violation,en,English,0
6026,language,pattern_violation,en,English,0
6027,language,pattern_violation,en,English,0
6028,language,pattern_violation,en,English,0
6029,language,pattern_violation,en,English,0
6030,language,pattern_violation,en,English,0
6031,language,pattern_violation,en,English,0
6032,language,pattern_violation,en,English,0
6033,language,pattern_violation,en,English,0
6034,language,pattern_violation,en,English,0
6035,language,pattern_violation,en,English,0
6036,language,pattern_violation,en,English,0
6037,language,pattern_violation,en,English,0
6038,language,pattern_violation,en,English,0
6039,language,pattern_violation,en,English,0
6040,language,pattern_violation,en,English,0
6041,language,pattern_violation,en,English,0
6042,language,pattern_violation,en,English,0
6043,language,pattern_violation,en,English,0
6044,language,pattern_violation,en,English,0
6045,language,pattern_violation,en,English,0
6046,language,pattern_violation,en,English,0
6047,language,pattern_violation,ko,Korean,0
6048,language,pattern_violation,en,English,0
6049,language,pattern_violation,en,English,0
6050,language,pattern_violation,en,English,0
6051,language,pattern_violation,en,English,0
6052,language,pattern_violation,en,English,0
6053,language,pattern_violation,en,English,0
6054,language,pattern_violation,en,English,0
6055,language,pattern_violation,en,English,0
6056,language,pattern_violation,en,English,0
6057,language,pattern_violation,en,English,0
6058,language,pattern_violation,en,English,0
6059,language,pattern_violation,en,English,0
6060,language,pattern_violation,en,English,0
6061,language,pattern_violation,en,English,0
6062,language,pattern_violation,en,English,0
6063,language,pattern_violation,en,English,0
6064,language,pattern_violation,en,English,0
6065,language,pattern_violation,en,English,0
6066,language,pattern_violation,en,English,0
6067,language,pattern_violation,en,English,0
6068,language,pattern_violation,en,English,0
6069,language,pattern_violation,en,English,0
6070,language,pattern_violation,en,English,0
6071,language,pattern_violation,en,English,0
6072,language,pattern_violation,en,English,0
6073,language,pattern_violation,en,English,0
6074,language,pattern_violation,en,English,0
6075,language,pattern_violation,en,English,0
6076,language,pattern_violation,en,English,0
6077,language,pattern_violation,en,English,0
6078,language,pattern_violation,en,English,0
6079,language,pattern_violation,en,English,0
6080,language,pattern_violation,en,English,0
6081,language,pattern_violation,en,English,0
6082,language,pattern_violation,en,English,0
6083,language,pattern_violation,en,English,0
6084,language,pattern_violation,en,English,0
6085,language,pattern_violation,en,English,0
6086,language,pattern_violation,en,English,0
6087,language,pattern_violation,en,English,0
6088,language,pattern_violation,en,English,0
6089,language,pattern_violation,en,English,0
6090,language,pattern_violation,en,English,0
6091,language,pattern_violation,it,Italian,0
6092,language,pattern_violation,en,English,0
6093,language,pattern_violation,en,English,0
6094,language,pattern_violation,en,English,0
6095,language,pattern_violation,en,English,0
6096,language,pattern_violation,en,English,0
6097,language,pattern_violation,en,English,0
6098,language,pattern_violation,en,English,0
6099,language,pattern_violation,en,English,0
6100,language,pattern_violation,en,English,0
6101,language,pattern_violation,en,English,0
6102,language,pattern_violation,en,English,0
6103,language,pattern_violation,en,English,0
6104,language,pattern_violation,en,English,0
6105,language,pattern_violation,en,English,0
6106,language,pattern_violation,en,English,0
6107,language,pattern_violation,en,English,0
6108,language,pattern_violation,en,English,0
6109,language,pattern_violation,en,English,0
6110,language,pattern_violation,en,English,0
6111,language,pattern_violation,en,English,0
6112,language,pattern_violation,en,English,0
6113,language,pattern_violation,en,English,0
6114,title,pattern_violation,The Naked Gun 33_: The Final Insult,The Naked Gun 33⅓: The Final Insult,0
6114,language,pattern_violation,en,English,0
6115,language,pattern_violation,en,English,0
6116,language,pattern_violation,en,English,0
6117,language,pattern_violation,en,English,0
6118,language,pattern_violation,en,English,0
6119,language,pattern_violation,en,English,0
6120,language,pattern_violation,en,English,0
6121,language,pattern_violation,en,English,0
6122,language,pattern_violation,en,English,0
6123,language,pattern_violation,en,English,0
6124,language,pattern_violation,en,English,0
6125,language,pattern_violation,en,English,0
6126,language,pattern_violation,en,English,0
6127,language,pattern_violation,en,English,0
6128,language,pattern_violation,en,English,0
6129,language,pattern_violation,en,English,0
6130,language,pattern_violation,en,English,0
6131,language,pattern_violation,en,English,0
6132,language,pattern_violation,en,English,0
6133,language,pattern_violation,en,English,0
6134,language,pattern_violation,en,English,0
6135,language,pattern_violation,en,English,0
6136,language,pattern_violation,en,English,0
6137,language,pattern_violation,en,English,0
6138,language,pattern_violation,en,English,0
6139,language,pattern_violation,en,English,0
6140,language,pattern_violation,en,English,0
6141,language,pattern_violation,en,English,0
6142,language,pattern_violation,en,English,0
6143,language,pattern_violation,en,English,0
6144,language,pattern_violation,en,English,0
6145,language,pattern_violation,en,English,0
6146,language,pattern_violation,en,English,0
6147,language,pattern_violation,en,English,0
6148,language,pattern_violation,en,English,0
6149,language,pattern_violation,en,English,0
6150,language,pattern_violation,en,English,0
6151,language,pattern_violation,en,English,0
6152,language,pattern_violation,en,English,0
6153,language,pattern_violation,en,English,0
6154,language,pattern_violation,en,English,0
6155,language,pattern_violation,en,English,0
6156,language,pattern_violation,en,English,0
6157,language,pattern_violation,en,English,0
6158,language,pattern_violation,en,English,0
6159,language,pattern_violation,en,English,0
6160,language,pattern_violation,en,English,0
6161,language,pattern_violation,en,English,0
6162,language,pattern_violation,en,English,0
6163,language,pattern_violation,en,English,0
6164,language,pattern_violation,en,English,0
6165,language,pattern_violation,en,English,0
6166,language,pattern_violation,en,English,0
6167,language,pattern_violation,en,English,0
6168,language,pattern_violation,en,English,0
6169,language,pattern_violation,en,English,0
6170,language,pattern_violation,en,English,0
6171,language,pattern_violation,en,English,0
6172,language,pattern_violation,en,English,0
6173,language,pattern_violation,en,English,0
6174,language,pattern_violation,en,English,0
6175,language,pattern_violation,en,English,0
6176,language,pattern_violation,en,English,0
6177,language,pattern_violation,en,English,0
6178,language,pattern_violation,en,English,0
6179,language,pattern_violation,en,English,0
6180,language,pattern_violation,en,English,0
6181,language,pattern_violation,en,English,0
6182,language,pattern_violation,en,English,0
6183,language,pattern_violation,en,English,0
6184,language,pattern_violation,en,English,0
6185,language,pattern_violation,en,English,0
6186,language,pattern_violation,en,English,0
6187,language,pattern_violation,en,English,0
6188,language,pattern_violation,en,English,0
6189,language,pattern_violation,en,English,0
6190,language,pattern_violation,en,English,0
6191,language,pattern_violation,en,English,0
6192,language,pattern_violation,en,English,0
6193,language,pattern_violation,en,English,0
6194,language,pattern_violation,en,English,0
6195,language,pattern_violation,en,English,0
6196,language,pattern_violation,en,English,0
6197,language,pattern_violation,en,English,0
6198,language,pattern_violation,zh,Chinese,0
6199,language,pattern_violation,en,English,0
6200,language,pattern_violation,en,English,0
6201,language,pattern_violation,zh,Chinese,0
6202,language,pattern_violation,fr,French,0
6203,language,pattern_violation,en,English,0
6204,language,pattern_violation,en,English,0
6205,language,pattern_violation,de,German,0
6206,language,pattern_violation,en,English,0
6207,language,pattern_violation,en,English,0
6208,language,pattern_violation,en,English,0
6209,language,pattern_violation,ru,Russian,0
6210,language,pattern_violation,en,English,0
6211,language,pattern_violation,en,English,0
6212,language,pattern_violation,en,English,0
6213,language,pattern_violation,en,English,0
6214,language,pattern_violation,en,English,0
6215,language,pattern_violation,en,English,0
6216,language,pattern_violation,en,English,0
6217,language,pattern_violation,en,English,0
6218,language,pattern_violation,en,English,0
6219,language,pattern_violation,en,English,0
6220,language,pattern_violation,en,English,0
6221,language,pattern_violation,en,English,0
6222,language,pattern_violation,en,English,0
6223,language,pattern_violation,en,English,0
6224,language,pattern_violation,en,English,0
6225,language,pattern_violation,en,English,0
6226,language,pattern_violation,en,English,0
6227,language,pattern_violation,en,English,0
6228,language,pattern_violation,en,English,0
6229,language,pattern_violation,en,English,0
6230,language,pattern_violation,en,English,0
6231,language,pattern_violation,en,English,0
6232,language,pattern_violation,en,English,0
6233,language,pattern_violation,en,English,0
6234,language,pattern_violation,en,English,0
6235,language,pattern_violation,en,English,0
6236,language,pattern_violation,en,English,0
6237,language,pattern_violation,en,English,0
6238,language,pattern_violation,ja,Japanese,0
6239,language,pattern_violation,en,English,0
6240,language,pattern_violation,en,English,0
6241,language,pattern_violation,en,English,0
6242,language,pattern_violation,en,English,0
6243,language,pattern_violation,en,English,0
6244,language,pattern_violation,en,English,0
6245,language,pattern_violation,en,English,0
6246,language,pattern_violation,en,English,0
6247,language,pattern_violation,en,English,0
6248,language,pattern_violation,en,English,0
6249,language,pattern_violation,en,English,0
6250,language,pattern_violation,en,English,0
6251,language,pattern_violation,en,English,0
6252,language,pattern_violation,en,English,0
6253,language,pattern_violation,en,English,0
6254,language,pattern_violation,en,English,0
6255,language,pattern_violation,en,English,0
6256,language,pattern_violation,en,English,0
6257,language,pattern_violation,en,English,0
6258,language,pattern_violation,en,English,0
6259,language,pattern_violation,fr,French,0
6260,language,pattern_violation,en,English,0
6261,language,pattern_violation,en,English,0
6262,language,pattern_violation,en,English,0
6263,language,pattern_violation,en,English,0
6264,language,pattern_violation,en,English,0
6265,language,pattern_violation,en,English,0
6266,language,pattern_violation,en,English,0
6267,language,pattern_violation,en,English,0
6268,language,pattern_violation,en,English,0
6269,language,pattern_violation,en,English,0
6270,language,pattern_violation,es,Spanish,0
6271,language,pattern_violation,en,English,0
6272,language,pattern_violation,en,English,0
6273,language,pattern_violation,en,English,0
6274,language,pattern_violation,en,English,0
6275,language,pattern_violation,en,English,0
6276,language,pattern_violation,en,English,0
6277,language,pattern_violation,en,English,0
6278,language,pattern_violation,en,English,0
6279,language,pattern_violation,en,English,0
6280,language,pattern_violation,en,English,0
6281,language,pattern_violation,en,English,0
6282,language,pattern_violation,en,English,0
6283,language,pattern_violation,en,English,0
6284,language,pattern_violation,en,English,0
6285,language,pattern_violation,en,English,0
6286,language,pattern_violation,en,English,0
6287,language,pattern_violation,en,English,0
6288,language,pattern_violation,en,English,0
6289,language,pattern_violation,en,English,0
6290,language,pattern_violation,en,English,0
6291,language,pattern_violation,en,English,0
6292,language,pattern_violation,en,English,0
6293,language,pattern_violation,en,English,0
6294,language,pattern_violation,en,English,0
6295,language,pattern_violation,en,English,0
6296,language,pattern_violation,en,English,0
6297,language,pattern_violation,en,English,0
6298,language,pattern_violation,en,English,0
6299,language,pattern_violation,en,English,0
6300,language,pattern_violation,en,English,0
6301,language,pattern_violation,en,English,0
6302,language,pattern_violation,en,English,0
6303,language,pattern_violation,en,English,0
6304,language,pattern_violation,en,English,0
6305,language,pattern_violation,en,English,0
6306,language,pattern_violation,en,English,0
6307,language,pattern_violation,en,English,0
6308,language,pattern_violation,en,English,0
6309,language,pattern_violation,en,English,0
6310,language,pattern_violation,en,English,0
6311,language,pattern_violation,en,English,0
6312,language,pattern_violation,en,English,0
6313,language,pattern_violation,en,English,0
6314,language,pattern_violation,en,English,0
6315,language,pattern_violation,en,English,0
6316,language,pattern_violation,en,English,0
6317,language,pattern_violation,en,English,0
6318,language,pattern_violation,en,English,0
6319,language,pattern_violation,en,English,0
6320,language,pattern_violation,en,English,0
6321,language,pattern_violation,en,English,0
6322,language,pattern_violation,en,English,0
6323,language,pattern_violation,en,English,0
6324,language,pattern_violation,en,English,0
6325,language,pattern_violation,en,English,0
6326,language,pattern_violation,en,English,0
6327,language,pattern_violation,en,English,0
6328,language,pattern_violation,en,English,0
6329,language,pattern_violation,en,English,0
6330,language,pattern_violation,en,English,0
6331,language,pattern_violation,en,English,0
6332,language,pattern_violation,en,English,0
6333,language,pattern_violation,en,English,0
6334,language,pattern_violation,en,English,0
6335,language,pattern_violation,en,English,0
6336,language,pattern_violation,en,English,0
6337,language,pattern_violation,en,English,0
6338,language,pattern_violation,en,English,0
6339,language,pattern_violation,en,English,0
6340,language,pattern_violation,en,English,0
