row,title,genres,budget,language,duration,year,vote_count,score
2478,Private Benjamin,1,10000000.0,English,109.0,1980.0,18140,6.1
2479,Diary of a Wimpy Kid,1,15000000.0,English,94.0,2010.0,32002,6.2
2480,Mama,0,20000000.0,English,100.0,2013.0,134869,6.2
2481,Halloween,0,300000.0,English,101.0,1978.0,157857,7.9
2482,National Lampoon's Vacation,1,15000000.0,English,98.0,1983.0,71183,7.4
2483,Bad Grandpa,1,15000000.0,English,102.0,2013.0,77724,6.6
2484,The Queen,0,9800000.0,English,94.0,2006.0,85333,7.3
2485,Beetlejuice,1,15000000.0,English,92.0,1988.0,189413,7.5
2486,Why Did I Get Married?,1,15000000.0,English,113.0,2007.0,9811,5.6
2487,Little Women,0,15000000.0,English,115.0,1994.0,36624,7.3
2488,The Woman in Black,0,17000000.0,English,95.0,2012.0,139749,6.4
2489,When a Stranger Calls,0,15000000.0,English,87.0,2006.0,34711,5.0
2490,Big Fat Liar,1,15000000.0,English,88.0,2002.0,29008,5.4
2491,The Deer Hunter,0,15000000.0,English,183.0,1978.0,232577,8.2
2492,Wag the Dog,1,15000000.0,English,97.0,1997.0,67604,7.1
2493,The Lizzie McGuire Movie,1,17000000.0,English,94.0,2003.0,27580,5.3
2494,Snitch,0,15000000.0,English,112.0,2013.0,64747,6.5
2495,Krampus,1,15000000.0,English,98.0,2015.0,29867,6.2
2496,The Faculty,0,15000000.0,English,104.0,1998.0,92074,6.4
2497,Cop Land,0,10000000.0,English,120.0,1997.0,69576,6.9
2498,Not Another Teen Movie,1,16000000.0,English,99.0,2001.0,80305,5.7
2499,End of Watch,0,7000000.0,English,109.0,2012.0,181025,7.7
2500,Aloha,1,37000000.0,English,105.0,2015.0,39782,5.4
2501,The Skulls,0,15000000.0,English,106.0,2000.0,26846,5.6
2502,The Theory of Everything,0,15000000.0,English,123.0,2014.0,265507,7.7
2503,Malibu's Most Wanted,1,16000000.0,English,86.0,2003.0,15939,5.1
2504,Where the Heart Is,1,15000000.0,English,120.0,2000.0,27044,6.8
2505,Lawrence of Arabia,0,15000000.0,English,227.0,1962.0,192775,8.4
2506,Halloween II,0,15000000.0,English,119.0,2009.0,36372,4.9
2507,Wild,0,15000000.0,English,115.0,2014.0,86664,7.1
2508,The Last House on the Left,0,15000000.0,English,114.0,2009.0,67822,6.6
2509,The Wedding Date,1,15000000.0,English,90.0,2005.0,38248,6.1
2510,Halloween: Resurrection,1,15000000.0,English,94.0,2002.0,26905,4.1
2511,Clash of the Titans,0,125000000.0,English,106.0,2010.0,229687,5.8
2512,The Princess Bride,0,16000000.0,English,98.0,1987.0,294163,8.1
2513,The Great Debaters,0,15000000.0,English,126.0,2007.0,47626,7.6
2514,Drive,0,15000000.0,English,100.0,2011.0,431578,7.8
2515,Confessions of a Teenage Drama Queen,1,15000000.0,English,89.0,2004.0,23408,4.6
2516,The Object of My Affection,1,15000000.0,English,111.0,1998.0,15582,6.0
2517,28 Weeks Later,0,15000000.0,English,100.0,2007.0,212167,7.0
2518,When the Game Stands Tall,0,15000000.0,English,115.0,2014.0,12596,6.7
2519,Because of Winn-Dixie,1,14000000.0,English,106.0,2005.0,8427,6.4
2520,Love & Basketball,0,15000000.0,English,124.0,2000.0,14322,7.2
2521,Grosse Pointe Blank,1,15000000.0,English,107.0,1997.0,73347,7.4
2522,All About Steve,1,15000000.0,English,99.0,2009.0,33088,4.8
2523,Book of Shadows: Blair Witch 2,0,15000000.0,English,90.0,2000.0,28964,4.0
2524,The Craft,0,15000000.0,English,101.0,1996.0,57140,6.2
2525,Match Point,0,15000000.0,English,119.0,2005.0,166269,7.7
2526,Ramona and Beezus,1,15000000.0,English,103.0,2010.0,13874,6.7
2527,The Remains of the Day,0,11500000.0,English,134.0,1993.0,45703,7.9
2528,Boogie Nights,0,15000000.0,English,155.0,1997.0,189032,7.9
2529,Nowhere to Run,0,15000000.0,English,94.0,1993.0,17074,5.5
2530,Flicka,0,15000000.0,English,95.0,2006.0,6095,6.2
2531,The Hills Have Eyes II,0,15000000.0,English,89.0,2007.0,49721,5.1
2532,Urban Legends: Final Cut,0,14000000.0,English,97.0,2000.0,13048,4.1
2533,Tuck Everlasting,0,15000000.0,English,90.0,2002.0,17983,6.7
2534,The Marine,0,20000000.0,English,92.0,2006.0,27486,4.7
2535,Keanu,1,15000000.0,English,100.0,2016.0,15385,6.4
2536,Country Strong,0,15000000.0,English,117.0,2010.0,14814,6.3
2537,Disturbing Behavior,0,15000000.0,English,84.0,1998.0,17328,5.5
2538,The Place Beyond the Pines,0,15000000.0,English,140.0,2012.0,187170,7.3
2539,The November Man,0,15000000.0,English,108.0,2014.0,50056,6.3
2540,Eye of the Beholder,0,15000000.0,English,109.0,1999.0,13320,4.9
2541,The Hurt Locker,0,15000000.0,English,131.0,2008.0,332065,7.6
2542,Firestarter,0,15000000.0,English,114.0,1984.0,22797,6.0
2543,Killing Them Softly,0,15000000.0,English,97.0,2012.0,111625,6.2
2544,A Most Wanted Man,0,15000000.0,English,122.0,2014.0,57210,6.8
2545,Freddy Got Fingered,1,15000000.0,English,87.0,2001.0,39788,4.5
2546,The Pirates Who Don't Do Anything: A VeggieTales Movie,1,15000000.0,English,85.0,2008.0,2037,5.7
2547,Highlander: Endgame,0,15000000.0,English,101.0,2000.0,16340,4.6
2548,Idlewild,0,15000000.0,English,121.0,2006.0,4603,6.2
2549,One Day,0,15000000.0,English,107.0,2011.0,106111,7.0
2550,Whip It,0,15000000.0,English,111.0,2009.0,55665,6.9
2551,Confidence,0,15000000.0,English,97.0,2003.0,30643,6.7
2552,The Muse,1,15000000.0,English,97.0,1999.0,9294,5.6
2553,De-Lovely,0,20000000.0,English,125.0,2004.0,9649,6.6
2554,New York Stories,1,15000000.0,English,124.0,1989.0,13692,6.4
2555,Barney's Great Adventure,0,15000000.0,English,76.0,1998.0,2724,2.8
2556,The Man with the Iron Fists,0,15000000.0,English,107.0,2012.0,53471,5.4
2557,Home Fries,1,15000000.0,English,91.0,1998.0,7159,5.0
2558,Here on Earth,0,15000000.0,English,96.0,2000.0,7403,5.1
2559,Brazil,0,15000000.0,English,142.0,1985.0,152306,8.0
2560,Raise Your Voice,0,15000000.0,English,103.0,2004.0,22649,5.9
2561,The Big Lebowski,1,15000000.0,English,117.0,1998.0,537419,8.2
2562,Black Snake Moan,0,15000000.0,English,116.0,2006.0,52421,7.0
2563,Dark Blue,0,15000000.0,English,118.0,2002.0,17261,6.6
2564,A Mighty Heart,0,16000000.0,English,108.0,2007.0,24150,6.7
2565,Whatever It Takes,1,15000000.0,English,94.0,2000.0,8055,5.5
2566,Boat Trip,1,20000000.0,English,97.0,2002.0,26598,4.9
2567,The Importance of Being Earnest,1,15000000.0,English,97.0,2002.0,18966,6.9
2568,Hoot,1,15000000.0,English,91.0,2006.0,6562,5.6
2569,In Bruges,1,15000000.0,English,107.0,2008.0,307639,8.0
2570,Peeples,1,15000000.0,English,95.0,2013.0,4065,5.3
2571,The Rocker,1,15000000.0,English,102.0,2008.0,32311,6.2
2572,Post Grad,1,15000000.0,English,88.0,2009.0,11498,5.3
2573,Promised Land,0,15000000.0,English,106.0,2012.0,30284,6.6
2574,Whatever Works,1,15000000.0,English,92.0,2009.0,58967,7.2
2575,The In Crowd,0,15000000.0,English,105.0,2000.0,3668,4.6
2576,Three Burials,0,15000000.0,English,107.0,2005.0,34194,7.5
2577,Jakob the Liar,0,15000000.0,English,120.0,1999.0,12601,6.5
2578,Kiss Kiss Bang Bang,1,15000000.0,English,103.0,2005.0,175962,7.6
2579,Idle Hands,1,20000000.0,English,92.0,1999.0,33745,6.2
2580,Mulholland Drive,0,15000000.0,English,147.0,2001.0,235992,8.0
2581,You Will Meet a Tall Dark Stranger,1,22000000.0,English,98.0,2010.0,36145,6.3
2582,Never Let Me Go,0,15000000.0,English,103.0,2010.0,109873,7.2
2583,Transsiberian,0,15000000.0,English,111.0,2008.0,42792,6.7
2584,The Clan of the Cave Bear,0,15000000.0,English,98.0,1986.0,4996,5.3
2585,Crazy in Alabama,1,15000000.0,English,111.0,1999.0,5917,6.3
2586,Funny Games,0,15000000.0,English,111.0,2007.0,69569,6.5
2587,Metropolis,0,6000000.0,German,145.0,1927.0,111841,8.3
2588,District B13,0,12000000.0,French,84.0,2004.0,55928,7.2
2589,Things to Do in Denver When You're Dead,0,7000000.0,English,115.0,1995.0,22345,6.8
2590,The Assassin,0,15000000.0,Mandarin,105.0,2015.0,9427,6.4
2591,Buffalo Soldiers,1,15000000.0,English,98.0,2001.0,20730,6.9
2592,Ong-bak 2,0,300000000.0,Thai,110.0,2008.0,24570,6.2
2593,Silent Trigger,0,9000000.0,English,88.0,1996.0,2699,5.6
2594,The Midnight Meat Train,0,15000000.0,English,103.0,2008.0,47574,6.1
2595,Winnie Mandela,0,15000000.0,English,104.0,2011.0,609,6.0
2596,The Son of No One,0,15000000.0,English,90.0,2011.0,14280,5.1
2597,All the Queen's Men,1,25000000.0,English,105.0,2001.0,2236,4.5
2598,The Good Night,1,15000000.0,English,93.0,2007.0,7519,5.9
2599,Khumba,0,20000000.0,English,85.0,2013.0,4006,5.8
2600,Automata,0,7000000.0,English,109.0,2014.0,41638,6.1
2601,Dungeons & Dragons: Wrath of the Dragon God,0,15000000.0,English,105.0,2005.0,5018,4.9
2602,Chiamatemi Francesco - Il Papa della gente,0,15000000.0,Spanish,98.0,2015.0,80,5.7
2603,Shinjuku Incident,0,15000000.0,Mandarin,119.0,2009.0,9177,7.1
2604,Pandaemonium,0,15000000.0,English,124.0,2000.0,695,6.6
2605,Groundhog Day,1,14600000.0,English,101.0,1993.0,437418,8.1
2606,Magic Mike XXL,1,14800000.0,English,115.0,2015.0,38202,5.7
2607,Romeo + Juliet,0,14500000.0,English,120.0,1996.0,167750,6.8
2608,Sarah's Key,0,10000000.0,French,111.0,2010.0,12937,7.5
2609,Freedom,0,14500000.0,English,94.0,2014.0,993,6.2
2610,Unforgiven,0,14400000.0,English,131.0,1992.0,277505,8.3
2611,Manderlay,0,14200000.0,English,139.0,2005.0,18646,7.4
2612,Slumdog Millionaire,0,15000000.0,English,120.0,2008.0,641997,8.0
2613,Fatal Attraction,0,14000000.0,English,119.0,1987.0,55101,6.9
2614,Pretty Woman,1,14000000.0,English,125.0,1990.0,213476,6.9
2615,Crocodile Dundee II,1,15800000.0,English,108.0,1988.0,44096,5.5
2616,Broken Horses,0,15000000.0,English,101.0,2015.0,1554,5.7
2617,Born on the Fourth of July,0,14000000.0,English,145.0,1989.0,76842,7.2
2618,Cool Runnings,1,15000000.0,English,98.0,1993.0,69733,6.9
2619,My Bloody Valentine,0,15000000.0,English,101.0,2009.0,45603,5.5
2620,The Possession,0,14000000.0,English,92.0,2012.0,47169,5.9
2621,First Blood,0,14000000.0,English,93.0,1982.0,172493,7.7
2622,Stomp the Yard,0,14000000.0,English,109.0,2007.0,19505,5.2
2623,The Spy Who Loved Me,0,14000000.0,English,123.0,1977.0,76477,7.1
2624,Urban Legend,0,14000000.0,English,99.0,1998.0,47814,5.5
2625,Dangerous Liaisons,0,14000000.0,English,119.0,1988.0,52846,7.7
2626,White Fang,0,14000000.0,English,107.0,1991.0,15730,6.7
2627,Superstar,1,14000000.0,English,81.0,1999.0,15047,5.0
2628,The Iron Lady,0,13000000.0,English,105.0,2011.0,82327,6.4
2629,Jonah: A VeggieTales Movie,1,14000000.0,English,82.0,2002.0,3135,6.6
2630,Poetic Justice,0,14000000.0,English,109.0,1993.0,8904,5.9
2631,All About the Benjamins,1,14000000.0,English,95.0,2002.0,9693,5.7
2632,Vampire in Brooklyn,1,20000000.0,English,100.0,1995.0,17262,4.5
2633,Exorcist II: The Heretic,0,14000000.0,English,118.0,1977.0,16294,3.7
2634,An American Haunting,0,14000000.0,English,91.0,2005.0,22207,5.0
2635,My Boss's Daughter,1,14000000.0,English,90.0,2003.0,24038,4.6
2636,A Perfect Getaway,0,14000000.0,English,108.0,2009.0,56338,6.5
2637,Our Family Wedding,1,14000000.0,English,103.0,2010.0,5721,4.9
2638,Dead Man on Campus,1,14000000.0,English,96.0,1998.0,11729,6.0
2639,Tea with Mussolini,1,12000000.0,English,117.0,1999.0,9323,6.9
2640,Thinner,0,8500000.0,English,93.0,1996.0,19805,5.7
2641,"New York, New York",0,14000000.0,English,136.0,1977.0,13548,6.7
2642,Crooklyn,1,14000000.0,English,115.0,1994.0,6011,6.9
2643,Jason X,0,11000000.0,English,85.0,2001.0,38985,4.4
2644,Big Fat Liar,1,15000000.0,English,88.0,2002.0,29008,5.4
2645,Bobby,0,14000000.0,English,112.0,2006.0,38142,7.0
2646,Head Over Heels,1,14000000.0,English,86.0,2001.0,11693,5.4
2647,Fun Size,1,14000000.0,English,86.0,2012.0,11233,5.4
2648,Little Children,0,26000000.0,English,137.0,2006.0,92781,7.6
2649,Gossip,0,24000000.0,English,90.0,2000.0,12519,5.9
2650,A Walk on the Moon,0,14000000.0,English,107.0,1999.0,6782,6.6
2651,Catch a Fire,0,14000000.0,English,98.0,2006.0,9334,6.7
2652,Soul Survivors,0,14000000.0,English,84.0,2001.0,7277,3.9
2653,Jefferson in Paris,0,14000000.0,English,139.0,1995.0,2427,5.7
2654,Caravans,0,14000000.0,English,127.0,1978.0,524,6.5
2655,Mr. Turner,0,8200000.0,English,150.0,2014.0,17933,6.8
2656,Amen.,0,103000000.0,English,132.0,2002.0,11077,7.3
2657,Reign of Assassins,0,12000000.0,Mandarin,117.0,2010.0,6069,6.9
2658,The Lucky Ones,1,15000000.0,English,115.0,2008.0,11704,7.0
2659,Margaret,0,14000000.0,English,186.0,2011.0,12053,6.5
2660,Flipped,1,14000000.0,English,90.0,2010.0,60460,7.7
2661,Brokeback Mountain,0,14000000.0,English,134.0,2005.0,259837,7.7
2662,Teenage Mutant Ninja Turtles,1,125000000.0,English,101.0,2014.0,167089,5.9
2663,Clueless,1,12000000.0,English,97.0,1995.0,123390,6.8
2664,Far from Heaven,0,13500000.0,English,107.0,2002.0,36542,7.4
2665,Hot Tub Time Machine 2,1,14000000.0,English,99.0,2015.0,28159,5.1
2666,Quills,0,13500000.0,English,124.0,2000.0,44795,7.4
2667,Seven Psychopaths,1,15000000.0,English,110.0,2012.0,185845,7.2
2668,Downfall,0,13500000.0,German,178.0,2004.0,248354,8.3
2669,The Sea Inside,0,10000000.0,Spanish,125.0,2004.0,64556,8.1
2670,"Good Morning, Vietnam",1,13000000.0,English,121.0,1987.0,98348,7.3
2671,The Last Godfather,1,13400000.0,English,100.0,2010.0,912,3.6
2672,Justin Bieber: Never Say Never,0,13000000.0,English,115.0,2011.0,74351,1.6
2673,Black Swan,0,13000000.0,English,108.0,2010.0,551363,8.0
2674,RoboCop,0,100000000.0,English,117.0,2014.0,182910,6.2
2675,The Godfather: Part II,0,13000000.0,English,220.0,1974.0,790926,9.0
2676,Save the Last Dance,0,13000000.0,English,112.0,2001.0,47876,6.1
2677,A Nightmare on Elm Street 4: The Dream Master,0,7000000.0,English,99.0,1988.0,36108,5.7
2678,Miracles from Heaven,0,13000000.0,English,109.0,2016.0,6276,6.8
2679,"Dude, Where's My Car?",1,13000000.0,English,83.0,2000.0,116625,5.5
2680,Young Guns,0,13000000.0,English,107.0,1988.0,42614,6.8
2681,St. Vincent,1,13000000.0,English,102.0,2014.0,72803,7.3
2682,About Last Night,1,12500000.0,English,100.0,2014.0,16979,6.1
2683,10 Things I Hate About You,1,16000000.0,English,97.0,1999.0,222099,7.2
2684,The New Guy,1,13000000.0,English,92.0,2002.0,28805,5.9
2685,Loaded Weapon 1,1,8200000.0,English,84.0,1993.0,37611,6.1
2686,The Shallows,0,17000000.0,English,86.0,2016.0,12983,6.8
2687,The Butterfly Effect,0,13000000.0,English,120.0,2004.0,357579,7.7
2688,Snow Day,1,13000000.0,English,89.0,2000.0,9285,4.9
2689,This Christmas,1,13000000.0,English,117.0,2007.0,6528,6.1
2690,Baby Geniuses,1,18000000.0,English,97.0,1999.0,19547,2.5
2691,The Big Hit,1,13000000.0,English,91.0,1998.0,24834,6.1
2692,Harriet the Spy,1,13000000.0,English,100.0,1996.0,7984,5.9
2693,Child's Play 2,0,13000000.0,English,72.0,1990.0,31371,5.7
2694,No Good Deed,0,13200000.0,English,84.0,2014.0,12676,5.6
2695,The Mist,0,18000000.0,English,126.0,2007.0,220475,7.2
2696,Ex Machina,0,15000000.0,English,108.0,2015.0,289508,7.7
2697,Being John Malkovich,1,13000000.0,English,112.0,1999.0,254404,7.8
2698,Two Can Play That Game,1,6000000.0,English,90.0,2001.0,4339,6.1
2699,Earth to Echo,0,13000000.0,English,91.0,2014.0,15664,5.8
2700,Crazy/Beautiful,0,14000000.0,English,135.0,2001.0,21406,6.5
2701,Letters from Iwo Jima,0,19000000.0,Japanese,141.0,2006.0,132149,7.9
2702,The Astronaut Farmer,0,13000000.0,English,104.0,2006.0,19707,6.3
2703,Woo,1,13000000.0,English,84.0,1998.0,1520,3.8
2704,Room,0,13000000.0,English,118.0,2015.0,161288,8.3
2705,Dirty Work,1,13000000.0,English,82.0,1998.0,20033,6.4
2706,Serial Mom,1,13000000.0,English,95.0,1994.0,21212,6.7
2707,Dick,1,13000000.0,English,94.0,1999.0,16059,6.1
2708,Light It Up,0,13000000.0,English,99.0,1999.0,3116,6.0
2709,54,0,13000000.0,English,121.0,1998.0,27675,5.8
2710,Bubble Boy,1,13000000.0,English,84.0,2001.0,25541,5.6
2711,Birthday Girl,1,13000000.0,English,93.0,2001.0,21530,6.1
2712,21 & Over,1,13000000.0,English,93.0,2013.0,60407,5.9
2713,"Paris, je t'aime",1,13000000.0,French,120.0,2006.0,63084,7.3
2714,Resurrecting the Champ,0,13000000.0,English,112.0,2007.0,18442,6.8
2715,Admission,1,13000000.0,English,107.0,2013.0,28573,5.7
2716,The Widow of Saint-Pierre,0,100000000.0,French,112.0,2000.0,4767,7.3
2717,Chloe,0,11000000.0,English,96.0,2009.0,56264,6.3
2718,Faithful,1,13000000.0,English,91.0,1996.0,1595,5.9
2719,Brothers,0,26000000.0,English,105.0,2009.0,88037,7.1
2720,Find Me Guilty,1,13000000.0,English,125.0,2006.0,28068,7.1
2721,The Perks of Being a Wallflower,0,13000000.0,English,102.0,2012.0,351274,8.0
2722,Excessive Force,0,3000000.0,English,87.0,1993.0,922,5.1
2723,Infamous,0,13000000.0,English,118.0,2006.0,14143,7.1
2724,The Claim,0,20000000.0,English,115.0,2000.0,5254,6.5
2725,The Vatican Tapes,0,8495000.0,English,91.0,2015.0,7199,4.5
2726,Attack the Block,1,13000000.0,English,88.0,2011.0,82331,6.6
2727,In the Land of Blood and Honey,0,13000000.0,Bosnian,127.0,2011.0,31414,4.3
2728,The Call,0,13000000.0,English,94.0,2013.0,88241,6.7
2729,Operation Chromite,0,12620000.0,English,115.0,2016.0,90,6.8
2730,The Crocodile Hunter: Collision Course,1,13000000.0,English,90.0,2002.0,5663,5.4
2731,I Love You Phillip Morris,1,13000000.0,English,102.0,2009.0,77305,6.6
2732,Quest for Fire,0,12500000.0,,100.0,1981.0,16281,7.4
2733,Antwone Fisher,0,12500000.0,English,117.0,2002.0,26493,7.3
2734,The Emperor's Club,0,12500000.0,English,109.0,2002.0,14354,6.9
2735,True Romance,0,13000000.0,English,121.0,1993.0,163492,8.0
2736,Womb,0,3660000.0,English,111.0,2010.0,9957,6.4
2737,Glengarry Glen Ross,0,12500000.0,English,100.0,1992.0,75675,7.8
2738,The Killer Inside Me,0,13000000.0,English,109.0,2010.0,28483,6.1
2739,Cat People,0,18000000.0,English,93.0,1982.0,14193,6.1
2740,Sorority Row,0,16000000.0,English,101.0,2009.0,24012,5.1
2741,Lars and the Real Girl,1,12000000.0,English,106.0,2007.0,114762,7.4
2742,The Boy in the Striped Pajamas,0,12500000.0,English,94.0,2008.0,132386,7.8
2743,Dancer in the Dark,0,12800000.0,English,140.0,2000.0,79330,8.0
2744,Oscar and Lucinda,0,16000000.0,English,132.0,1997.0,5648,6.7
2745,The Funeral,0,12500000.0,English,99.0,1996.0,6921,6.6
2746,Solitary Man,1,15000000.0,English,90.0,2009.0,13371,6.4
2747,Machete,0,10500000.0,English,105.0,2010.0,165792,6.7
2748,Casino Jack,1,15000000.0,English,108.0,2010.0,14757,6.2
2749,The Land Before Time,0,12500000.0,English,69.0,1988.0,61753,7.3
2750,Tae Guk Gi: The Brotherhood of War,0,12800000.0,Korean,148.0,2004.0,31943,8.1
2751,The Perfect Game,1,12500000.0,English,118.0,2009.0,2676,7.0
2752,The Exorcist,0,8000000.0,English,132.0,1973.0,284252,8.0
2753,Jaws,0,8000000.0,English,130.0,1975.0,412454,8.0
2754,American Pie,1,11000000.0,English,95.0,1999.0,315549,7.0
2755,Ernest & Celestine,1,9600000.0,French,80.0,2012.0,12029,7.9
2756,The Golden Child,1,25000000.0,English,94.0,1986.0,39798,5.9
2757,Think Like a Man,1,12000000.0,English,122.0,2012.0,34579,6.6
2758,Barbershop,1,12000000.0,English,102.0,2002.0,22147,6.3
2759,Star Trek II: The Wrath of Khan,0,11000000.0,English,116.0,1982.0,91414,7.7
2760,Ace Ventura: Pet Detective,1,12000000.0,English,78.0,1994.0,216486,6.9
2761,WarGames,0,12000000.0,English,114.0,1983.0,71842,7.1
2762,Witness,0,12000000.0,English,112.0,1985.0,66966,7.4
2763,Act of Valor,0,12000000.0,English,110.0,2012.0,57996,6.5
2764,Step Up,0,12000000.0,English,104.0,2006.0,90938,6.5
2765,Beavis and Butt-Head Do America,1,12000000.0,English,81.0,1996.0,42892,6.8
2766,Jackie Brown,0,12000000.0,English,154.0,1997.0,239540,7.5
2767,Harold & Kumar Escape from Guantanamo Bay,1,12000000.0,English,102.0,2008.0,113918,6.6
2768,Chronicle,0,12000000.0,English,89.0,2012.0,204327,7.1
2769,Yentl,0,12000000.0,English,132.0,1983.0,9503,6.6
2770,Time Bandits,1,5000000.0,English,103.0,1981.0,45890,7.0
2771,Crossroads,1,12000000.0,English,93.0,2002.0,34219,3.3
2772,Project X,1,12000000.0,English,93.0,2012.0,157051,6.7
2773,Patton,0,12000000.0,English,172.0,1970.0,76398,8.0
2774,One Hour Photo,0,12000000.0,English,96.0,2002.0,97938,6.8
2775,Quarantine,0,12000000.0,English,89.0,2008.0,57446,6.0
2776,The Eye,0,12000000.0,English,92.0,2008.0,44130,5.4
2777,Johnson Family Vacation,1,12000000.0,English,97.0,2004.0,5928,4.3
2778,How High,1,12000000.0,English,93.0,2001.0,42644,6.2
2779,The Muppet Christmas Carol,1,12000000.0,English,89.0,1992.0,33850,7.7
2780,Casino Royale,0,150000000.0,English,144.0,2006.0,470501,8.0
2781,Frida,0,12000000.0,English,123.0,2002.0,61651,7.4
2782,Katy Perry: Part of Me,0,12000000.0,English,93.0,2012.0,12383,5.9
2783,The Fault in Our Stars,0,12000000.0,English,133.0,2014.0,249688,7.8
2784,Rounders,0,12000000.0,English,121.0,1998.0,121676,7.4
2785,Top Five,1,12000000.0,English,102.0,2014.0,21672,6.5
2786,Prophecy,0,12000000.0,English,102.0,1979.0,3000,5.4
2787,Stir of Echoes,0,12000000.0,English,99.0,1999.0,62468,7.0
2788,Philomena,0,12000000.0,English,98.0,2013.0,76094,7.6
2789,The Upside of Anger,1,9000000.0,English,118.0,2005.0,19007,6.9
2790,The Boys from Brazil,0,12000000.0,English,125.0,1978.0,20660,7.0
2791,Aquamarine,1,12000000.0,English,104.0,2006.0,30462,5.3
2792,Paper Towns,0,12000000.0,English,109.0,2015.0,63390,6.4
2793,Nebraska,1,12000000.0,English,115.0,2013.0,91082,7.8
2794,Tales from the Crypt: Demon Knight,0,13000000.0,English,92.0,1995.0,16646,6.7
2795,Max Keeble's Big Move,1,12000000.0,English,91.0,2001.0,5794,5.3
2796,Young Adult,1,12000000.0,English,94.0,2011.0,64682,6.3
2797,Crank,0,12000000.0,English,93.0,2006.0,196422,7.0
2798,Living Out Loud,1,12000000.0,English,100.0,1998.0,4052,6.6
2799,The Postman Always Rings Twice,0,12000000.0,English,122.0,1981.0,16764,6.6
2800,Das Boot,0,14000000.0,German,293.0,1981.0,168203,8.4
2801,The Alamo,0,107000000.0,English,137.0,2004.0,16832,6.0
2802,Sorority Boys,1,12000000.0,English,93.0,2002.0,12007,5.4
2803,About Time,0,12000000.0,English,123.0,2013.0,202341,7.8
2804,House of Flying Daggers,0,100000000.0,Mandarin,119.0,2004.0,92295,7.6
2805,Arbitrage,0,12000000.0,English,107.0,2012.0,41574,6.6
2806,Project Almanac,0,12000000.0,English,106.0,2015.0,57349,6.4
2807,Cadillac Records,0,12000000.0,English,109.0,2008.0,15412,7.0
2808,Screwed,1,10000000.0,English,81.0,2000.0,6965,5.7
2809,Fortress,0,8000000.0,English,95.0,1992.0,23383,5.9
2810,For Your Consideration,1,12000000.0,English,86.0,2006.0,12197,6.3
2811,Celebrity,1,12000000.0,English,113.0,1998.0,20576,6.3
2812,Running with Scissors,1,12000000.0,English,122.0,2006.0,20000,6.2
2813,From Justin to Kelly,1,12000000.0,English,90.0,2003.0,23606,2.1
2814,Girl 6,1,12000000.0,English,108.0,1996.0,4961,5.0
2815,In the Cut,0,12000000.0,English,113.0,2003.0,18632,5.3
2816,Two Lovers,0,12000000.0,English,110.0,2008.0,29613,7.1
2817,Last Orders,0,12000000.0,English,109.0,2001.0,5016,7.0
2818,The Host,1,12215500000.0,Korean,110.0,2006.0,68883,7.0
2819,The Pursuit of D.B. Cooper,0,12000000.0,English,100.0,1981.0,763,5.7
2820,Ravenous,0,12000000.0,English,101.0,1999.0,29990,7.1
2821,Charlie Bartlett,1,12000000.0,English,97.0,2007.0,56654,7.0
2822,The Great Beauty,0,9200000.0,Italian,172.0,2013.0,55516,7.7
2823,The Dangerous Lives of Altar Boys,1,12000000.0,English,104.0,2002.0,12047,7.1
2824,Stoker,0,12000000.0,English,99.0,2013.0,84620,6.8
2825,2046,0,12000000.0,Cantonese,129.0,2004.0,41496,7.5
2826,Married Life,0,12000000.0,English,91.0,2007.0,8014,6.3
2827,Duma,0,12000000.0,English,100.0,2005.0,6454,7.3
2828,Ondine,0,12000000.0,English,111.0,2009.0,16863,6.8
2829,Brother,0,10000000.0,English,114.0,2000.0,18520,7.2
2830,Welcome to Collinwood,1,12000000.0,English,86.0,2002.0,12559,6.4
2831,Critical Care,1,12000000.0,English,107.0,1997.0,1427,6.0
2832,The Life Before Her Eyes,0,8000000.0,English,90.0,2007.0,12125,6.4
2833,Trade,0,12000000.0,English,120.0,2007.0,14831,7.5
2834,Fateless,0,2500000000.0,Hungarian,134.0,2005.0,5603,7.1
2835,Breakfast of Champions,1,12000000.0,English,110.0,1999.0,6884,4.6
2836,Cypher,0,7500000.0,English,95.0,2002.0,27052,6.8
2837,City of Life and Death,0,12000000.0,Mandarin,132.0,2009.0,8429,7.7
2838,Home,1,135000000.0,English,94.0,2015.0,70133,6.7
2839,Space Battleship Yamato,0,12000000.0,Japanese,138.0,2010.0,4899,6.1
2840,5 Days of War,0,20000000.0,English,113.0,2011.0,12128,5.6
2841,Triangle,0,12000000.0,English,99.0,2009.0,64423,6.9
2842,10 Days in a Madhouse,0,12000000.0,English,111.0,2015.0,314,7.5
2843,Heaven Is for Real,0,12000000.0,English,99.0,2014.0,21034,5.8
2844,Snatch,1,6000000.0,English,104.0,2000.0,600996,8.3
2845,Dancin' It's On,0,12000000.0,English,89.0,2015.0,105,2.8
2846,Pet Sematary,0,11500000.0,English,103.0,1989.0,63855,6.6
2847,Madadayo,0,11900000.0,Japanese,134.0,1993.0,3466,7.5
2848,The Cry of the Owl,0,11500000.0,English,100.0,2009.0,3737,6.0
2849,A Tale of Three Cities,0,12000000.0,Chinese,130.0,2015.0,117,6.2
2850,Gremlins,1,11000000.0,English,106.0,1984.0,142293,7.2
