row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
252,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The jounral_abbreviation of Row 252 is different from the jounral_abbreviation of Row 437, and The article_language of Row 252 is equal to the article_language of Row 437, and The article_jcreated_at of Row 252 is equal to the article_jcreated_at of Row 437.","(252, 437)"
255,article_jcreated_at,rule_violation,2010/1/13,1/13/10,0,"Constraint Violation: The id of Row 255 is greater than or equal to the id of Row 957, and The article_language of Row 255 is equal to the article_language of Row 957, and The article_jcreated_at of Row 255 is equal to the article_jcreated_at of Row 957.","(255, 957)"
256,article_jcreated_at,rule_violation,2004/1/14,1/14/04,0,"Constraint Violation: The id of Row 256 is greater than or equal to the id of Row 396, and The article_language of Row 256 is equal to the article_language of Row 396, and The article_jcreated_at of Row 256 is equal to the article_jcreated_at of Row 396.","(256, 396)"
257,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The journal_issn of Row 257 is different from the journal_issn of Row 814, and The article_jcreated_at of Row 257 is equal to the article_jcreated_at of Row 814, and The jounral_abbreviation of Row 257 is equal to the jounral_abbreviation of Row 814.","(257, 814)"
258,article_jcreated_at,rule_violation,2005/1/14,1/14/05,0,"Constraint Violation: The jounral_abbreviation of Row 161 is different from the jounral_abbreviation of Row 258, and The article_language of Row 161 is equal to the article_language of Row 258, and The article_jcreated_at of Row 161 is equal to the article_jcreated_at of Row 258.","(161, 258)"
259,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The journal_issn of Row 259 is different from the journal_issn of Row 337, and The article_jcreated_at of Row 259 is equal to the article_jcreated_at of Row 337, and The jounral_abbreviation of Row 259 is equal to the jounral_abbreviation of Row 337.","(259, 337)"
260,article_jcreated_at,pattern_violation,2010/1/6,2001/6/10,0,,
262,article_jcreated_at,pattern_violation,2007/1/5,2001/5/7,0,,
263,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The jounral_abbreviation of Row 263 is different from the jounral_abbreviation of Row 622, and The article_language of Row 263 is equal to the article_language of Row 622, and The article_jcreated_at of Row 263 is equal to the article_jcreated_at of Row 622.","(263, 622)"
264,article_jcreated_at,rule_violation,2001/1/7,2001/7/1,0,"Constraint Violation: The journal_issn of Row 150 is different from the journal_issn of Row 264, and The article_jcreated_at of Row 150 is equal to the article_jcreated_at of Row 264, and The jounral_abbreviation of Row 150 is equal to the jounral_abbreviation of Row 264.","(150, 264)"
265,article_jcreated_at,pattern_violation,2002/1/6,2001/6/2,0,,
266,article_jcreated_at,pattern_violation,2007/1/4,2001/4/7,0,,
267,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The journal_issn of Row 267 is different from the journal_issn of Row 862, and The article_jcreated_at of Row 267 is equal to the article_jcreated_at of Row 862, and The jounral_abbreviation of Row 267 is equal to the jounral_abbreviation of Row 862.","(267, 862)"
268,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 268 is different from the jounral_abbreviation of Row 814, and The article_language of Row 268 is equal to the article_language of Row 814, and The article_jcreated_at of Row 268 is equal to the article_jcreated_at of Row 814.","(268, 814)"
269,article_jcreated_at,rule_violation,2001/1/3,2001/3/1,0,"Constraint Violation: The article_language of Row 269 is different from the article_language of Row 801, and The article_jcreated_at of Row 269 is equal to the article_jcreated_at of Row 801, and The jounral_abbreviation of Row 269 is equal to the jounral_abbreviation of Row 801.","(269, 801)"
271,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The journal_issn of Row 271 is different from the journal_issn of Row 868, and The article_jcreated_at of Row 271 is equal to the article_jcreated_at of Row 868, and The jounral_abbreviation of Row 271 is equal to the jounral_abbreviation of Row 868.","(271, 868)"
273,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The journal_issn of Row 273 is different from the journal_issn of Row 661, and The article_jcreated_at of Row 273 is equal to the article_jcreated_at of Row 661, and The jounral_abbreviation of Row 273 is equal to the jounral_abbreviation of Row 661.","(273, 661)"
275,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The id of Row 275 is greater than or equal to the id of Row 294, and The article_language of Row 275 is equal to the article_language of Row 294, and The article_jcreated_at of Row 275 is equal to the article_jcreated_at of Row 294.","(275, 294)"
277,article_jcreated_at,rule_violation,2005/1/2,2001/2/5,0,"Constraint Violation: The jounral_abbreviation of Row 277 is different from the jounral_abbreviation of Row 779, and The article_language of Row 277 is equal to the article_language of Row 779, and The article_jcreated_at of Row 277 is equal to the article_jcreated_at of Row 779.","(277, 779)"
278,article_jcreated_at,rule_violation,2011/1/11,2001/11/11,0,"Constraint Violation: The id of Row 278 is greater than or equal to the id of Row 643, and The article_language of Row 278 is equal to the article_language of Row 643, and The article_jcreated_at of Row 278 is equal to the article_jcreated_at of Row 643.","(278, 643)"
279,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The article_language of Row 279 is different from the article_language of Row 702, and The article_jcreated_at of Row 279 is equal to the article_jcreated_at of Row 702, and The jounral_abbreviation of Row 279 is equal to the jounral_abbreviation of Row 702.","(279, 702)"
281,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The journal_issn of Row 281 is different from the journal_issn of Row 881, and The article_jcreated_at of Row 281 is equal to the article_jcreated_at of Row 881, and The jounral_abbreviation of Row 281 is equal to the jounral_abbreviation of Row 881.","(281, 881)"
282,article_jcreated_at,rule_violation,2009/1/14,1/14/09,0,"Constraint Violation: The id of Row 110 is greater than or equal to the id of Row 282, and The article_language of Row 110 is equal to the article_language of Row 282, and The article_jcreated_at of Row 110 is equal to the article_jcreated_at of Row 282.","(110, 282)"
283,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The journal_issn of Row 283 is different from the journal_issn of Row 814, and The article_jcreated_at of Row 283 is equal to the article_jcreated_at of Row 814, and The jounral_abbreviation of Row 283 is equal to the jounral_abbreviation of Row 814.","(283, 814)"
284,article_jcreated_at,rule_violation,2001/1/7,2001/7/1,0,"Constraint Violation: The article_language of Row 284 is different from the article_language of Row 431, and The article_jcreated_at of Row 284 is equal to the article_jcreated_at of Row 431, and The jounral_abbreviation of Row 284 is equal to the jounral_abbreviation of Row 431.","(284, 431)"
286,article_jcreated_at,rule_violation,2010/1/13,1/13/10,0,"Constraint Violation: The id of Row 179 is greater than or equal to the id of Row 286, and The article_language of Row 179 is equal to the article_language of Row 286, and The article_jcreated_at of Row 179 is equal to the article_jcreated_at of Row 286.","(179, 286)"
287,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The article_language of Row 287 is different from the article_language of Row 940, and The article_jcreated_at of Row 287 is equal to the article_jcreated_at of Row 940, and The jounral_abbreviation of Row 287 is equal to the jounral_abbreviation of Row 940.","(287, 940)"
287,author_list,pattern_violation,"{""N. M. Pinheiro"",""R. Almeida-Reis"",""L. Oliva"",""M. A. Martins"",""M. L. V. Oliva"",""O. A. Theodoro-Junior"",""E. A. Leick"",""I. F. L. C. Tib̩rio"",""C. M. Prado"",""R. F. Righetti"",""B. T. M. Oliveira""}","{""N. M. Pinheiro"",""R. Almeida-Reis"",""L. Oliva"",""M. A. Martins"",""M. L. V. Oliva"",""O. A. Theodoro-Junior"",""E. A. Leick"",""I. F. L. C. Tibrio"",""C. M. Prado"",""R. F. Righetti"",""B. T. M. Oliveira""}",0,,
288,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The jounral_abbreviation of Row 288 is different from the jounral_abbreviation of Row 712, and The article_language of Row 288 is equal to the article_language of Row 712, and The article_jcreated_at of Row 288 is equal to the article_jcreated_at of Row 712.","(288, 712)"
289,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The journal_issn of Row 180 is different from the journal_issn of Row 289, and The article_jcreated_at of Row 180 is equal to the article_jcreated_at of Row 289, and The jounral_abbreviation of Row 180 is equal to the jounral_abbreviation of Row 289.","(180, 289)"
289,author_list,pattern_violation,"{""M. Niewada"",""J. Pawe��ska"",""A. Budaj"",""T. Macioch"",""P. Perkowski""}","{""M. Niewada"",""J. Paweska"",""A. Budaj"",""T. Macioch"",""P. Perkowski""}",0,,
291,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The jounral_abbreviation of Row 291 is different from the jounral_abbreviation of Row 807, and The article_language of Row 291 is equal to the article_language of Row 807, and The article_jcreated_at of Row 291 is equal to the article_jcreated_at of Row 807.","(291, 807)"
292,article_jcreated_at,rule_violation,2002/1/9,2001/9/2,0,"Constraint Violation: The jounral_abbreviation of Row 37 is different from the jounral_abbreviation of Row 292, and The article_language of Row 37 is equal to the article_language of Row 292, and The article_jcreated_at of Row 37 is equal to the article_jcreated_at of Row 292.","(37, 292)"
293,author_list,pattern_violation,"{""Ge H.-Y."",""Fern��ndez-de-las-Pe̱as C."",""Yue S.-W.""}","{""Ge H.-Y."",""Fernndez-de-las-Peas C."",""Yue S.-W.""}",0,,
294,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The journal_issn of Row 281 is different from the journal_issn of Row 294, and The article_jcreated_at of Row 281 is equal to the article_jcreated_at of Row 294, and The jounral_abbreviation of Row 281 is equal to the jounral_abbreviation of Row 294.","(281, 294)"
295,article_jcreated_at,rule_violation,2003/1/14,1/14/03,0,"Constraint Violation: The id of Row 295 is greater than or equal to the id of Row 476, and The article_language of Row 295 is equal to the article_language of Row 476, and The article_jcreated_at of Row 295 is equal to the article_jcreated_at of Row 476.","(295, 476)"
296,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The article_language of Row 296 is different from the article_language of Row 886, and The article_jcreated_at of Row 296 is equal to the article_jcreated_at of Row 886, and The jounral_abbreviation of Row 296 is equal to the jounral_abbreviation of Row 886.","(296, 886)"
297,article_jissue,missing_value,,-1,1,,
298,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The id of Row 268 is greater than or equal to the id of Row 298, and The article_language of Row 268 is equal to the article_language of Row 298, and The article_jcreated_at of Row 268 is equal to the article_jcreated_at of Row 298.","(268, 298)"
299,article_jcreated_at,rule_violation,2011/1/13,1/13/11,0,"Constraint Violation: The jounral_abbreviation of Row 299 is different from the jounral_abbreviation of Row 991, and The article_language of Row 299 is equal to the article_language of Row 991, and The article_jcreated_at of Row 299 is equal to the article_jcreated_at of Row 991.","(299, 991)"
300,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The article_language of Row 300 is different from the article_language of Row 750, and The article_jcreated_at of Row 300 is equal to the article_jcreated_at of Row 750, and The jounral_abbreviation of Row 300 is equal to the jounral_abbreviation of Row 750.","(300, 750)"
301,article_jcreated_at,rule_violation,2001/1/7,2001/7/1,0,"Constraint Violation: The jounral_abbreviation of Row 301 is different from the jounral_abbreviation of Row 447, and The article_language of Row 301 is equal to the article_language of Row 447, and The article_jcreated_at of Row 301 is equal to the article_jcreated_at of Row 447.","(301, 447)"
302,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The jounral_abbreviation of Row 302 is different from the jounral_abbreviation of Row 755, and The article_language of Row 302 is equal to the article_language of Row 755, and The article_jcreated_at of Row 302 is equal to the article_jcreated_at of Row 755.","(302, 755)"
303,article_jcreated_at,rule_violation,2001/1/2,2001/2/1,0,"Constraint Violation: The journal_issn of Row 303 is different from the journal_issn of Row 735, and The article_jcreated_at of Row 303 is equal to the article_jcreated_at of Row 735, and The jounral_abbreviation of Row 303 is equal to the jounral_abbreviation of Row 735.","(303, 735)"
304,author_list,pattern_violation,"{""Costin M."",""Dumbrav�_ E.L."",""Postolache P."",""Cojocaru D.C.""}","{""Costin M."",""Dumbrav__ E.L."",""Postolache P."",""Cojocaru D.C.""}",0,,
307,article_jcreated_at,rule_violation,2001/1/3,2001/3/1,0,"Constraint Violation: The article_language of Row 307 is different from the article_language of Row 760, and The article_jcreated_at of Row 307 is equal to the article_jcreated_at of Row 760, and The jounral_abbreviation of Row 307 is equal to the jounral_abbreviation of Row 760.","(307, 760)"
308,article_jcreated_at,rule_violation,2012/1/1,2001/1/12,0,"Constraint Violation: The id of Row 308 is greater than or equal to the id of Row 627, and The article_language of Row 308 is equal to the article_language of Row 627, and The article_jcreated_at of Row 308 is equal to the article_jcreated_at of Row 627.","(308, 627)"
309,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The article_language of Row 309 is different from the article_language of Row 702, and The article_jcreated_at of Row 309 is equal to the article_jcreated_at of Row 702, and The jounral_abbreviation of Row 309 is equal to the jounral_abbreviation of Row 702.","(309, 702)"
311,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The journal_issn of Row 311 is different from the journal_issn of Row 372, and The article_jcreated_at of Row 311 is equal to the article_jcreated_at of Row 372, and The jounral_abbreviation of Row 311 is equal to the jounral_abbreviation of Row 372.","(311, 372)"
312,article_jvolumn,missing_value,,-1,1,,
312,article_jissue,missing_value,,-1,1,,
312,article_jcreated_at,pattern_violation,2010/8/15,8/15/10,0,,
313,article_jcreated_at,rule_violation,2001/1/3,2001/3/1,0,"Constraint Violation: The article_language of Row 313 is different from the article_language of Row 830, and The article_jcreated_at of Row 313 is equal to the article_jcreated_at of Row 830, and The jounral_abbreviation of Row 313 is equal to the jounral_abbreviation of Row 830.","(313, 830)"
314,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The journal_issn of Row 314 is different from the journal_issn of Row 954, and The article_jcreated_at of Row 314 is equal to the article_jcreated_at of Row 954, and The jounral_abbreviation of Row 314 is equal to the jounral_abbreviation of Row 954.","(314, 954)"
315,article_jcreated_at,rule_violation,2002/1/14,1/14/02,0,"Constraint Violation: The id of Row 315 is greater than or equal to the id of Row 401, and The article_language of Row 315 is equal to the article_language of Row 401, and The article_jcreated_at of Row 315 is equal to the article_jcreated_at of Row 401.","(315, 401)"
317,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The id of Row 317 is greater than or equal to the id of Row 636, and The article_language of Row 317 is equal to the article_language of Row 636, and The article_jcreated_at of Row 317 is equal to the article_jcreated_at of Row 636.","(317, 636)"
318,article_jcreated_at,pattern_violation,2006/1/4,2001/4/6,0,,
319,article_jcreated_at,rule_violation,2006/1/14,1/14/06,0,"Constraint Violation: The jounral_abbreviation of Row 319 is different from the jounral_abbreviation of Row 973, and The article_language of Row 319 is equal to the article_language of Row 973, and The article_jcreated_at of Row 319 is equal to the article_jcreated_at of Row 973.","(319, 973)"
319,author_list,pattern_violation,"{""Jesper I Reimers"",""Sabrina G Elles��e"",""Henrik �� Andersen""}","{""Jesper I Reimers"",""Sabrina G Ellese"",""Henrik  Andersen""}",0,,
320,article_jcreated_at,rule_violation,2001/1/3,2001/3/1,0,"Constraint Violation: The id of Row 320 is greater than or equal to the id of Row 922, and The article_language of Row 320 is equal to the article_language of Row 922, and The article_jcreated_at of Row 320 is equal to the article_jcreated_at of Row 922.","(320, 922)"
321,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The jounral_abbreviation of Row 94 is different from the jounral_abbreviation of Row 321, and The article_language of Row 94 is equal to the article_language of Row 321, and The article_jcreated_at of Row 94 is equal to the article_jcreated_at of Row 321.","(94, 321)"
321,author_list,pattern_violation,"{""S Murat"",""H Avsever"",""S Y�_ksel"",""C S Paksoy"",""B Onder"",""K Kamburoglu""}","{""S Murat"",""H Avsever"",""S Y_ksel"",""C S Paksoy"",""B Onder"",""K Kamburoglu""}",0,,
322,journal_title,pattern_violation,Actas espa̱olas de psiquiatr�_a,Actas espaolas de psiquiatr_a,0,,
322,article_jcreated_at,pattern_violation,2005/1/13,1/13/05,0,,
322,author_list,pattern_violation,"{""Angel Rosa-Alc����zar"",""Ana I Rosa-Alc����zar"",""Marina Iniesta-Sep���lveda""}","{""Angel Rosa-Alczar"",""Ana I Rosa-Alczar"",""Marina Iniesta-Sep_lveda""}",0,,
323,article_jvolumn,missing_value,,-1,1,,
323,article_jissue,missing_value,,-1,1,,
323,article_jcreated_at,pattern_violation,2001/7/15,7/15/01,0,,
324,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The article_language of Row 324 is different from the article_language of Row 778, and The article_jcreated_at of Row 324 is equal to the article_jcreated_at of Row 778, and The jounral_abbreviation of Row 324 is equal to the jounral_abbreviation of Row 778.","(324, 778)"
326,article_jcreated_at,rule_violation,2005/1/12,2001/12/5,0,"Constraint Violation: The jounral_abbreviation of Row 326 is different from the jounral_abbreviation of Row 664, and The article_language of Row 326 is equal to the article_language of Row 664, and The article_jcreated_at of Row 326 is equal to the article_jcreated_at of Row 664.","(326, 664)"
326,author_list,pattern_violation,"{""Diana Duro"",""Augusto Gouḷo"",""Gon̤alo Santos"",""Nuno Mendon̤a"",""Isabel Santana"",""Eg�_dio Machado""}","{""Diana Duro"",""Augusto Goulo"",""Gon_alo Santos"",""Nuno Mendon_a"",""Isabel Santana"",""Eg_dio Machado""}",0,,
328,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The id of Row 328 is greater than or equal to the id of Row 684, and The article_language of Row 328 is equal to the article_language of Row 684, and The article_jcreated_at of Row 328 is equal to the article_jcreated_at of Row 684.","(328, 684)"
330,article_jcreated_at,rule_violation,2001/1/13,1/13/01,0,"Constraint Violation: The journal_issn of Row 245 is different from the journal_issn of Row 330, and The article_jcreated_at of Row 245 is equal to the article_jcreated_at of Row 330, and The jounral_abbreviation of Row 245 is equal to the jounral_abbreviation of Row 330.","(245, 330)"
331,article_jissue,missing_value,,-1,1,,
331,article_jcreated_at,pattern_violation,2012/1/9,2001/9/12,0,,
332,article_jcreated_at,rule_violation,2001/1/6,2001/6/1,0,"Constraint Violation: The journal_issn of Row 228 is different from the journal_issn of Row 332, and The article_jcreated_at of Row 228 is equal to the article_jcreated_at of Row 332, and The jounral_abbreviation of Row 228 is equal to the jounral_abbreviation of Row 332.","(228, 332)"
333,article_jcreated_at,rule_violation,2001/1/7,2001/7/1,0,"Constraint Violation: The article_language of Row 333 is different from the article_language of Row 431, and The article_jcreated_at of Row 333 is equal to the article_jcreated_at of Row 431, and The jounral_abbreviation of Row 333 is equal to the jounral_abbreviation of Row 431.","(333, 431)"
335,author_list,pattern_violation,"{""G Vaksmann"",""A Vincentelli"",""C Francart"",""M A Cajot"",""G M Brevi̬re"",""F Godart"",""J M Coullet"",""P Devos"",""C Rey""}","{""G Vaksmann"",""A Vincentelli"",""C Francart"",""M A Cajot"",""G M Brevire"",""F Godart"",""J M Coullet"",""P Devos"",""C Rey""}",0,,
336,article_jcreated_at,pattern_violation,2010/1/5,2001/5/10,0,,
337,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The journal_issn of Row 337 is different from the journal_issn of Row 999, and The article_jcreated_at of Row 337 is equal to the article_jcreated_at of Row 999, and The jounral_abbreviation of Row 337 is equal to the jounral_abbreviation of Row 999.","(337, 999)"
338,article_jcreated_at,rule_violation,2001/1/4,2001/4/1,0,"Constraint Violation: The jounral_abbreviation of Row 338 is different from the jounral_abbreviation of Row 750, and The article_language of Row 338 is equal to the article_language of Row 750, and The article_jcreated_at of Row 338 is equal to the article_jcreated_at of Row 750.","(338, 750)"
339,article_title,pattern_violation,A controlled trial of anterior spinal fusion and d̩bridement in the surgical management of tuberculosis of the spine in patients on standard chemotherapy: a study in two centres in South Africa. Seventh Report of the Medical Research Council Working Party on tuberculosis of the spine,A controlled trial of anterior spinal fusion and dbridement in the surgical management of tuberculosis of the spine in patients on standard chemotherapy: a study in two centres in South Africa. Seventh Report of the Medical Research Council Working Party on tuberculosis of the spine,0,,
340,article_jvolumn,missing_value,,1,1,,
340,article_jissue,missing_value,,-1,1,,
340,article_jcreated_at,pattern_violation,2010/9/15,9/15/10,0,,
343,article_jcreated_at,rule_violation,2009/1/9,2001/9/9,0,"Constraint Violation: The jounral_abbreviation of Row 343 is different from the jounral_abbreviation of Row 586, and The article_language of Row 343 is equal to the article_language of Row 586, and The article_jcreated_at of Row 343 is equal to the article_jcreated_at of Row 586.","(343, 586)"
343,author_list,pattern_violation,"{""Renata Vrsalovi����"",""Eva Verona"",""Iva Mihatov-Stefanovi����"",""Biserka Cicak""}","{""Renata Vrsalovi_"",""Eva Verona"",""Iva Mihatov-Stefanovi_"",""Biserka Cicak""}",0,,
345,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The id of Row 345 is greater than or equal to the id of Row 742, and The article_language of Row 345 is equal to the article_language of Row 742, and The article_jcreated_at of Row 345 is equal to the article_jcreated_at of Row 742.","(345, 742)"
346,article_jcreated_at,rule_violation,2006/1/1,2001/1/6,0,"Constraint Violation: The id of Row 346 is greater than or equal to the id of Row 756, and The article_language of Row 346 is equal to the article_language of Row 756, and The article_jcreated_at of Row 346 is equal to the article_jcreated_at of Row 756.","(346, 756)"
347,article_jcreated_at,rule_violation,2003/1/9,2001/9/3,0,"Constraint Violation: The jounral_abbreviation of Row 90 is different from the jounral_abbreviation of Row 347, and The article_language of Row 90 is equal to the article_language of Row 347, and The article_jcreated_at of Row 90 is equal to the article_jcreated_at of Row 347.","(90, 347)"
348,article_jcreated_at,rule_violation,2005/1/12,2001/12/5,0,"Constraint Violation: The jounral_abbreviation of Row 326 is different from the jounral_abbreviation of Row 348, and The article_language of Row 326 is equal to the article_language of Row 348, and The article_jcreated_at of Row 326 is equal to the article_jcreated_at of Row 348.","(326, 348)"
349,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The journal_issn of Row 349 is different from the journal_issn of Row 503, and The article_jcreated_at of Row 349 is equal to the article_jcreated_at of Row 503, and The jounral_abbreviation of Row 349 is equal to the jounral_abbreviation of Row 503.","(349, 503)"
350,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The article_language of Row 350 is different from the article_language of Row 700, and The article_jcreated_at of Row 350 is equal to the article_jcreated_at of Row 700, and The jounral_abbreviation of Row 350 is equal to the jounral_abbreviation of Row 700.","(350, 700)"
352,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The journal_issn of Row 352 is different from the journal_issn of Row 466, and The article_jcreated_at of Row 352 is equal to the article_jcreated_at of Row 466, and The jounral_abbreviation of Row 352 is equal to the jounral_abbreviation of Row 466.","(352, 466)"
353,article_jissue,missing_value,,-1,1,,
353,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The article_language of Row 353 is different from the article_language of Row 810, and The article_jcreated_at of Row 353 is equal to the article_jcreated_at of Row 810, and The jounral_abbreviation of Row 353 is equal to the jounral_abbreviation of Row 810.","(353, 810)"
354,article_jcreated_at,pattern_violation,2008/1/15,1/15/08,0,,
355,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The journal_issn of Row 271 is different from the journal_issn of Row 355, and The article_jcreated_at of Row 271 is equal to the article_jcreated_at of Row 355, and The jounral_abbreviation of Row 271 is equal to the jounral_abbreviation of Row 355.","(271, 355)"
356,article_jvolumn,missing_value,,1,1,,
356,article_jissue,missing_value,,-1,1,,
356,article_jcreated_at,pattern_violation,2003/7/15,7/15/03,0,,
357,article_jcreated_at,pattern_violation,2007/1/8,2001/8/7,0,,
357,author_list,pattern_violation,"{""Akin Uz�_mc�_gil"",""Meral Top̤u"",""M Fani Bozkurt"",""Sinem Akg�_l""}","{""Akin Uz_mc_gil"",""Meral Top_u"",""M Fani Bozkurt"",""Sinem Akg_l""}",0,,
360,article_jvolumn,missing_value,,-1,1,,
360,article_jissue,missing_value,,-1,1,,
361,article_jcreated_at,pattern_violation,2001/1/6,2001/6/1,0,,
362,article_jcreated_at,rule_violation,2002/1/13,1/13/02,0,"Constraint Violation: The jounral_abbreviation of Row 362 is different from the jounral_abbreviation of Row 404, and The article_language of Row 362 is equal to the article_language of Row 404, and The article_jcreated_at of Row 362 is equal to the article_jcreated_at of Row 404.","(362, 404)"
363,article_pagination,pattern_violation,Jul-00,Jul-00,0,,
364,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The article_language of Row 185 is different from the article_language of Row 364, and The article_jcreated_at of Row 185 is equal to the article_jcreated_at of Row 364, and The jounral_abbreviation of Row 185 is equal to the jounral_abbreviation of Row 364.","(185, 364)"
365,article_jissue,missing_value,,-1,1,,
365,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The jounral_abbreviation of Row 365 is different from the jounral_abbreviation of Row 685, and The article_language of Row 365 is equal to the article_language of Row 685, and The article_jcreated_at of Row 365 is equal to the article_jcreated_at of Row 685.","(365, 685)"
366,article_jcreated_at,rule_violation,2001/1/9,2001/9/1,0,"Constraint Violation: The id of Row 317 is greater than or equal to the id of Row 366, and The article_language of Row 317 is equal to the article_language of Row 366, and The article_jcreated_at of Row 317 is equal to the article_jcreated_at of Row 366.","(317, 366)"
368,article_jcreated_at,rule_violation,2001/1/10,2001/10/1,0,"Constraint Violation: The jounral_abbreviation of Row 368 is different from the jounral_abbreviation of Row 595, and The article_language of Row 368 is equal to the article_language of Row 595, and The article_jcreated_at of Row 368 is equal to the article_jcreated_at of Row 595.","(368, 595)"
369,article_jcreated_at,rule_violation,2001/1/11,2001/11/1,0,"Constraint Violation: The article_language of Row 369 is different from the article_language of Row 945, and The article_jcreated_at of Row 369 is equal to the article_jcreated_at of Row 945, and The jounral_abbreviation of Row 369 is equal to the jounral_abbreviation of Row 945.","(369, 945)"
371,article_jcreated_at,pattern_violation,2009/2/14,2/14/09,0,,
372,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The article_language of Row 57 is different from the article_language of Row 372, and The article_jcreated_at of Row 57 is equal to the article_jcreated_at of Row 372, and The jounral_abbreviation of Row 57 is equal to the jounral_abbreviation of Row 372.","(57, 372)"
373,article_jcreated_at,rule_violation,2001/1/14,1/14/01,0,"Constraint Violation: The journal_issn of Row 373 is different from the journal_issn of Row 962, and The article_jcreated_at of Row 373 is equal to the article_jcreated_at of Row 962, and The jounral_abbreviation of Row 373 is equal to the jounral_abbreviation of Row 962.","(373, 962)"
374,article_jcreated_at,rule_violation,2001/1/5,2001/5/1,0,"Constraint Violation: The article_language of Row 374 is different from the article_language of Row 818, and The article_jcreated_at of Row 374 is equal to the article_jcreated_at of Row 818, and The jounral_abbreviation of Row 374 is equal to the jounral_abbreviation of Row 818.","(374, 818)"
375,article_jcreated_at,rule_violation,2007/1/14,1/14/07,0,"Constraint Violation: The jounral_abbreviation of Row 375 is different from the jounral_abbreviation of Row 660, and The article_language of Row 375 is equal to the article_language of Row 660, and The article_jcreated_at of Row 375 is equal to the article_jcreated_at of Row 660.","(375, 660)"
376,article_jcreated_at,rule_violation,2001/1/15,1/15/01,0,"Constraint Violation: The jounral_abbreviation of Row 11 is different from the jounral_abbreviation of Row 376, and The article_language of Row 11 is equal to the article_language of Row 376, and The article_jcreated_at of Row 11 is equal to the article_jcreated_at of Row 376.","(11, 376)"
377,article_jcreated_at,rule_violation,2001/1/12,2001/12/1,0,"Constraint Violation: The jounral_abbreviation of Row 233 is different from the jounral_abbreviation of Row 377, and The article_language of Row 233 is equal to the article_language of Row 377, and The article_jcreated_at of Row 233 is equal to the article_jcreated_at of Row 377.","(233, 377)"
