row,name,streetAddress,city,state,zipCode,telephone,website,priceRange,categories,ratingValue,neighborhood
2081,freshii,311 S Wacker Dr,Chicago,IL,60606,(312) 435-0311,http://www.freshii.com,0,Restaurants;American Restaurants,4,Central Chicago;The Loop
2082,ba le sandwich & bakery,5014 N Broadway St,Chicago,IL,60640,(773) 561-4424,http://balesandwich.com,0,Vietnamese Restaurants;Take Out Restaurants;Asian Restaurants;Delicatessens;Restaurants,1,North Side;Uptown
2083,tanoshii,5547 N Clark St,Chicago,IL,60640,(773) 878-6886,http://www.tanoshiisushi.com,0,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Restaurants,3,North Side;Edgewater;Andersonville
2084,salpicon,1252 N Wells St,Chicago,IL,60610,(312) 988-7811,http://www.salpicon.com,1,Take Out Restaurants;Banquet Halls & Reception Facilities;Mexican Restaurants;Breakfast Brunch & Lunch Restaurants;Steak Houses;Restaurants,4,Central Chicago;Near North Side;Old Town
2085,plenty chinese restaurant,2002 W Montrose Ave,Chicago,IL,60618,(773) 728-5969,http://www.plentychineserestaurant.com,0,Food Delivery Service;Delivery Service;Take Out Restaurants;Chinese Restaurants;Asian Restaurants;Restaurants,4.5,North Side;Ravenswood
2086,mangia roma,1623 N Halsted St,Chicago,IL,60614,(312) 475-9801,http://www.mangiaromaitalian.com,1,Italian Restaurants;Pizza;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurant Delivery Service;Mediterranean Restaurants;Restaurants,4.5,North Side;Lincoln Park
2087,676 restaurant & bar,676 N Michigan Ave,Chicago,IL,60611,(312) 944-7676,http://www.676restaurant.com;http://omnichicago.com,1,American Restaurants;Fine Dining Restaurants;Italian Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Mediterranean Restaurants;Take Out Restaurants;Family Style Restaurants;Bars;Night Clubs;Restaurants,4,Streeterville;Central Chicago;Near North Side;Magnificent Mile
2088,ra sushi,1139 N State St,Chicago,IL,60610,(312) 274-0011,http://www.rasushi.com,1,Japanese Restaurants;Sushi Bars;Restaurants,3.5,Near North Side;Central Chicago
2089,tac quick,3930 N Sheridan Rd,Chicago,IL,60613,(773) 327-5253,http://www.tacquick.net,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,4,North Side;Lakeview
2090,carmine's,1043 N Rush St,Chicago,IL,60611,(312) 988-7676,http://www.rosebudrestaurants.com,1,Italian Restaurants;Hamburgers & Hot Dogs;Seafood Restaurants;Mediterranean Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,3.5,Central Chicago;Near North Side;Gold Coast
2091,reza's restaurant,432 W Ontario St,Chicago,IL,60654,(312) 664-4500,http://www.rezasrestaurant.com;http://www.rezasrestaurant.com/index.html,1,Middle Eastern Restaurants;Take Out Restaurants;Mediterranean Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Banquet Halls & Reception Facilities;Seafood Restaurants;Health Food Restaurants;Vegetarian Restaurants;Restaurants,3,Near North Side;River North;Central Chicago
2092,taylor made pizza,1220 W Taylor St,Chicago,IL,60607,(312) 850-2000,http://www.taylormadepizza.com,1,Pizza;Take Out Restaurants;Caterers;Italian Restaurants;Sandwich Shops;Restaurants,3.5,West Side;University Village - Little Italy
2093,restaurant coco,2723 W Division St,Chicago,IL,60622,(773) 384-4811,http://www.cocochicago.com,0,Latin American Restaurants;Bars;Family Style Restaurants;Take Out Restaurants;Caterers;Caribbean Restaurants;Cuban Restaurants;Restaurants,3.5,Northwest Side;Humboldt Park
2094,el paisano tacos,2429 W Division St,Chicago,IL,60622,(773) 292-1002,http://www.elpaisanotacos.com;https://elpaisanotacoschicago.com,0,Mexican Restaurants;Caterers;Take Out Restaurants;Seafood Restaurants;American Restaurants;Latin American Restaurants;Restaurants,2.5,Northwest Side;Humboldt Park
2095,pizza by alex,5044 W Montrose Ave,Chicago,IL,60641,(773) 427-8900,http://www.pizzabyalex.com,1,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;Restaurants,4.5,Northwest Side;Portage Park
2096,italian village,71 W Monroe St,Chicago,IL,60603,(312) 332-7005,http://www.italianvillage-chicago.com,1,Pizza;Restaurants;Mediterranean Restaurants;Caterers;Fine Dining Restaurants;Family Style Restaurants;Italian Restaurants;Pasta;Bars,4,Central Chicago;The Loop
2097,mercat a la planxa,638 S Michigan Ave,Chicago,IL,60605,(312) 765-0524,http://www.mercatchicago.com,1,Seafood Restaurants;Spanish Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Bars;Mediterranean Restaurants;Restaurants,3.5,Central Chicago;Grant Park
2098,luxbar,18 E Bellevue Pl,Chicago,IL,60611,(312) 642-3400,http://www.luxbar.com;http://gibsonsteakhouse.com;http://gibsonssteakhouse.com,1,Steak Houses;Cocktail Lounges;Take Out Restaurants;Caterers;American Restaurants;Bars;Bar & Grills;Barbecue Restaurants;Restaurants,4,Central Chicago;Near North Side;Gold Coast
2099,atotonilco restaurant,3916 W 26th St,Chicago,IL,60623,(773) 762-3380,http://www.taqueriasatotonilco.com;http://facebook.com,0,Family Style Restaurants;Latin American Restaurants;Mexican Restaurants;Take Out Restaurants;Restaurants,3.5,West Side;Little Village
2100,borinquen restaurant,3811 N Western Ave Ste 1,Chicago,IL,60618,(773) 442-8001,http://www.borinquenjibaro.com,0,Family Style Restaurants;Caribbean Restaurants;Bars;Take Out Restaurants;Restaurants,2,North Side;North Center
2101,palermo's italian restaurant,3751 W 63rd St,Chicago,IL,60629,(773) 585-5002,http://www.palermosof63rd.com,0,Pizza;Italian Restaurants;Caterers;Take Out Restaurants;Restaurants,4.5,Southwest Side;West Lawn
2102,pasta d'arte trattoria italiana,6311 N Milwaukee Ave,Chicago,IL,60646,(773) 763-1181,http://pastadarte.com,1,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Pasta;Pizza;Health Food Restaurants;Restaurants,4.5,Norwood Park East;Northwest Side;Norwood Park
2103,harry caray restaurant,5700 S Cicero Ave,Chicago,IL,60638,(773) 948-6300,http://www.harrycarays.com,1,Breakfast Brunch & Lunch Restaurants;American Restaurants;Italian Restaurants;Bar & Grills;Family Style Restaurants;Take Out Restaurants;Mediterranean Restaurants;Restaurants,2.5,Midway Airport;Southwest Side
2104,the 3rd coast,1260 N Dearborn St,Chicago,IL,60610,(312) 649-0730,http://3rdcoastcafe.com,0,American Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Caterers;Restaurants,4.5,Central Chicago;Near North Side;Gold Coast
2105,gibsons bar & steakhouse,1028 N Rush St,Chicago,IL,60611,(312) 266-8999,http://www.gibsonssteakhouse.com,1,Steak Houses;Bars;Taverns;Banquet Halls & Reception Facilities;Barbecue Restaurants;Seafood Restaurants;French Restaurants;Bar & Grills;Restaurants,4,Central Chicago;Near North Side;Gold Coast
2106,fresh sushi & noodle lovers,946 W Wellington Ave,Chicago,IL,60657,(773) 549-7821,http://andysthaikitchen.com;http://freshsushinoodle.com,0,Sushi Bars;Japanese Restaurants;Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,4.5,North Side;Lakeview
2107,arya bhavan,2508 W Devon Ave,Chicago,IL,60659,(773) 274-5800,http://www.aryabhavan.com;http://www.aryabhavanchicago.com,0,Indian Restaurants;Vegetarian Restaurants;Middle Eastern Restaurants;Asian Restaurants;Take Out Restaurants;Seafood Restaurants;Caterers;Health Food Restaurants;Restaurants,2.5,West Ridge;North Side
2108,grand lux cafe,600 N Michigan Ave Ste 7,Chicago,IL,60611,(312) 276-2500,http://www.grandluxcafe.com,1,Restaurants;American Restaurants,4.5,Central Chicago;Near North Side;Streeterville
2109,evergreen restaurant,2411 S Wentworth Ave,Chicago,IL,60616,(312) 225-8898,http://www.yelp.com/biz/evergreen-restaurant-chicago;http://evergreenrestaurantchicago.com,1,Asian Restaurants;Chinese Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,3,Southwest Side;Armour Square
2110,houlihan's,111 E Wacker Dr,Chicago,IL,60601,(312) 616-3663,http://www.houlihans.com,1,American Restaurants;Restaurants;Hamburgers & Hot Dogs;Family Style Restaurants,3.5,Central Chicago;The Loop
2111,wow bao,1 W Wacker Dr,Chicago,IL,60601,(312) 658-0305,http://www.wowbao.com,0,Chinese Restaurants;Restaurants;Asian Restaurants,3.5,Central Chicago;The Loop
2112,quartino,626 N State St,Chicago,IL,60654,(312) 698-5000,http://www.quartinochicago.com,1,Tapas;Take Out Restaurants;Italian Restaurants;Mediterranean Restaurants;Fine Dining Restaurants;Bar & Grills;Restaurants,4.5,Central Chicago;Near North Side
2113,foodlife,835 N Michigan Ave,Chicago,IL,60611,(312) 335-3663,http://www.foodlifechicago.com,0,American Restaurants;Italian Restaurants;Breakfast Brunch & Lunch Restaurants;Japanese Restaurants;Asian Restaurants;Restaurants,4,Central Chicago;Near North Side;Streeterville
2114,hash house a go go,1212 N State Pkwy,Chicago,IL,60610,(312) 202-0994,http://www.hashhouseagogo.com/chicago;http://paradisecantinas.com,1,American Restaurants;Night Clubs;Bars;Restaurants,5,Central Chicago;Near North Side;Gold Coast
2115,drake brothers steaks,140 E Walton Pl,Chicago,IL,60611,(312) 932-4626,http://www.thedrakehotel.com;http://www.thedrakehotel.com/dining/drake-bros,1,Steak Houses;American Restaurants;Restaurants,5,Streeterville;Central Chicago;Near North Side
2116,volare,201 E Grand Ave,Chicago,IL,60611,(312) 410-9900,http://www.volarerestaurant.com;http://volarerestaurant.com/chicago,1,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Pasta;Pizza;Sandwich Shops;Restaurants,4,Streeterville;Central Chicago;Near North Side
2117,papa t's pizza & ribs,2843 W 63rd St,Chicago,IL,60629,(773) 436-2100,http://www.papats.net;http://papatpizza.com,0,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;American Restaurants;Sandwich Shops;Seafood Restaurants;Restaurants,1,South Side;Chicago Lawn
2118,china chef,4600 W Belmont Ave,Chicago,IL,60641,(773) 283-2828,http://chinacheftogo.com,0,Chinese Restaurants;Asian Restaurants;Restaurants,5,Kilbourn Park;Northwest Side
2119,philly's best,2436 N Milwaukee Ave,Chicago,IL,60647,(773) 276-1900,http://www.phillysbest.com,1,Chicken Restaurants;American Restaurants;Take Out Restaurants;Restaurants,2.5,Northwest Side;Logan Square
2120,tio luis tacos,3856 S Archer Ave,Chicago,IL,60632,(773) 843-0098,http://tioluistacos.com,0,Mexican Restaurants;Take Out Restaurants;Caterers;Latin American Restaurants;Restaurants,4,Southwest Side;Brighton Park
2121,won kow restaurant,2237 S Wentworth Ave,Chicago,IL,60616,(312) 842-7500,http://www.wonkowrestaurant.com,0,Asian Restaurants;Chinese Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,5,Southwest Side;Armour Square
2122,chicago brauhaus,4732 N Lincoln Ave # 1,Chicago,IL,60625,(773) 784-4444,http://www.chicagobrauhaus.com,1,German Restaurants;Take Out Restaurants;Seafood Restaurants;Caterers;Restaurants;Beer & Ale;Hot Dog Stands & Restaurants,3.5,North Side;Ravenswood
2123,china buffet,3029 N Pulaski Rd,Chicago,IL,60641,(773) 736-9066,http://www.chinabuffet.net,0,Chinese Restaurants;Buffet Restaurants;Seafood Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,5,Northwest Side;Logan Square
2124,sam and george's,3000 N Lincoln Ave,Chicago,IL,60657,(773) 935-4025,http://www.sandg-chicago.com,0,American Restaurants;Restaurants,5,North Side;Lakeview
2125,nookies tree restaurant,3334 N Halsted St,Chicago,IL,60657,(773) 248-9888,http://www.nookiesrestaurants.net;http://www.nookiesrestaurants.net/nookies-tree-lakeview.html;http://nookieschicago.com,1,American Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,4.5,Lake View East;North Side;Lakeview
2126,mariscos el veneno,6651 S Pulaski Rd,Chicago,IL,60629,(773) 582-5576,http://www.elvenenorestaurant.com,1,Mexican Restaurants;Seafood Restaurants;Take Out Restaurants;Restaurants,4.5,Southwest Side;West Lawn
2127,carms italian beef,1057 W Polk St,Chicago,IL,60607,(312) 738-1046,http://www.carms.com,0,Steak Houses;Take Out Restaurants;Caterers;Hamburgers & Hot Dogs;Restaurants,3,West Side;University Village - Little Italy
2128,villa rosa pizza & restaurant,5786 S Archer Ave,Chicago,IL,60638,(773) 585-8367,http://www.villarosapizza.com,1,Pizza;Italian Restaurants;Caterers;Restaurants,3.5,Southwest Side;Garfield Ridge
2129,see thru chinese kitchen,800 N Kedzie Ave Ste 302,Chicago,IL,60651,(773) 826-0488,http://seethrukitchen.com,0,Chinese Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,5,Northwest Side;Humboldt Park
2130,chipotle mexican grill,316 N Michigan Ave,Chicago,IL,60601,(312) 578-0950,http://www.chipotle.com,0,Take Out Restaurants;Mexican Restaurants;Restaurants;Fast Food Restaurants,2,The Loop;Central Chicago;Grant Park
2131,catch thirty five,35 W Wacker Dr # 1,Chicago,IL,60601,(312) 346-3500,http://www.catch35.com,1,Seafood Restaurants;Fish & Seafood Markets;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,4,Central Chicago;The Loop
2132,siam noodle & rice restaurant,4654 N Sheridan Rd,Chicago,IL,60640,(773) 769-6694,http://www.siamnoodleandrice.com,0,Thai Restaurants;Asian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,4,North Side;Uptown
2133,tokyo marina japanese cuisine,5058 N Clark St,Chicago,IL,60640,(773) 878-2900,http://www.tokyomarina.com,0,Japanese Restaurants;Sushi Bars;Family Style Restaurants;Asian Restaurants;Restaurants,4.5,North Side;Uptown
2134,sapori trattoria,2701 N Halsted St,Chicago,IL,60614,(773) 832-9999,http://www.saporitrattoria.net,1,Italian Restaurants;Take Out Restaurants;Caterers;Mediterranean Restaurants;Restaurants,4,DePaul;Wrightwood;North Side;Depaul
2135,havana,412 N Clark St,Chicago,IL,60654,(312) 644-1900,http://www.havanachicago.com,1,Cuban Restaurants;Bars;Take Out Restaurants;Latin American Restaurants;Family Style Restaurants;Caribbean Restaurants;Restaurants,4,Central Chicago;Near North Side
2136,italian pizza kitchen,1433 N Dayton St,Chicago,IL,60642,(312) 642-6700,http://www.gettomatohead.com;http://italianpizzakitchen.com,1,Pizza;American Restaurants;Sandwich Shops;Take Out Restaurants;Caterers;Restaurants,3.5,Central Chicago;Goose Island
2137,coco pazzo,300 W Hubbard St,Chicago,IL,60654,(312) 239-6993,http://cocopazzochicago.com,1,Italian Restaurants;Fine Dining Restaurants;Breakfast Brunch & Lunch Restaurants;Caterers;Mediterranean Restaurants;Restaurants,4,Central Chicago;Near North Side;River North
2138,fornetto mei,105 E Delaware Pl,Chicago,IL,60611,(312) 573-6301,http://thewhitehallhotel.com;Web Site,1,Italian Restaurants;Restaurants,3.5,Central Chicago;Near North Side;Streeterville
2139,devil dawgs,767 S State St,Chicago,IL,60605,(312) 583-9100,https://www.facebook.com/DevilDawgsChicago,0,Hamburgers & Hot Dogs;Take Out Restaurants;Caterers;Restaurants,5,Central Chicago;South Loop
2140,giordano's,6836 N Sheridan Rd,Chicago,IL,60626,(773) 262-1313,http://www.giordanos.com,0,Pizza;Restaurants;Italian Restaurants;Family Style Restaurants,5,North Side;Rogers Park
2141,calabria imports,1905 W 103rd St,Chicago,IL,60643,(773) 396-5800,http://www.calabria-imports.com,0,Italian Restaurants;Italian Grocery Stores;Mediterranean Restaurants;Restaurants,5,Far South Chicago;Beverly
2142,pizzeria calzone,5858 N Lincoln Ave,Chicago,IL,60659,(773) 907-0917,http://www.pizzeria-calzone.com,0,Pizza;Take Out Restaurants;Italian Restaurants;Restaurants,5,West Ridge;North Side
2143,duck walk,1217 W Fullerton Ave,Chicago,IL,60614,(773) 327-6200,http://www.duckwalkchicago.net,0,Thai Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,3,DePaul;Sheffield;North Side
2144,apart pizza company,5624 N Broadway St,Chicago,IL,60660,(773) 784-1550,http://www.apartpizzacompany.com,1,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;Restaurants,3,Magnolia Glen;North Side;Edgewater
2145,reggie's music joint,2105 S State St,Chicago,IL,60616,(312) 949-0120,http://www.reggieslive.com;http://reggiesmusicjoint.com,0,American Restaurants;Night Clubs;Bar & Grills;Take Out Restaurants;Chicken Restaurants;Sandwich Shops;Hamburgers & Hot Dogs;Health Food Restaurants;Bars;Sports Bars;Restaurants,4.5,Central Chicago;South Loop
2146,tatsu,1062 W Taylor St # 1,Chicago,IL,60607,(312) 733-8933,http://www.tatsusushi.com,1,Japanese Restaurants;Sushi Bars;Thai Restaurants;Asian Restaurants;Restaurants,5,West Side;University Village - Little Italy
2147,don juan restaurante,6730 N Northwest Hwy,Chicago,IL,60631,(773) 775-6438,http://donjuanschicago.com,1,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,4.5,Northwest Side;Edison Park
2148,mellow yellow restaurant,1508 E 53rd St,Chicago,IL,60615,(773) 667-2000,http://www.mellowyellowrestaurant.com,0,American Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,3.5,Far South Chicago;Hyde Park
2149,soul food unlimited,1423 W 79th St,Chicago,IL,60620,(773) 723-5185,http://www.gagdc.org/directory.aspx?pointer=2129,0,Soul Food Restaurants;American Restaurants;Take Out Restaurants;Restaurants,2.5,South Side;Gresham
2150,p s bangkok restaurant,2521 N Halsted St,Chicago,IL,60614,(773) 348-0072,http://www.psbangkok2.com,0,Thai Restaurants;Asian Restaurants;Restaurants,4,Park West;North Side;Lincoln Park
2151,zaca tacos,3949 W 71st St,Chicago,IL,60629,(773) 582-9701,http://www.zacatacos.org;http://zacatacos.net;http://taqueriaszacatacos.galeon.com,0,Mexican Restaurants;Latin American Restaurants;Restaurants,5,Southwest Side;West Lawn
2152,masouleh,6653 N Clark St,Chicago,IL,60626,(773) 262-2227,http://www.masouleh.biz/pages/contact.htm,1,Middle Eastern Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,4,North Side;Rogers Park
2153,chant,1509 E 53rd St,Chicago,IL,60615,(773) 324-1999,http://www.chantchicago.com,1,Asian Restaurants;Take Out Restaurants;Caterers;Family Style Restaurants;Mongolian Restaurants;Thai Restaurants;Restaurants,3.5,Far South Chicago;Hyde Park
2154,thai elephant,5348 W Devon Ave,Chicago,IL,60646,(773) 467-1168,http://theelephantthai.com,1,Thai Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Caterers;Restaurants,4,Edgebrook;Northwest Side
2155,red lobster,4401 N Cumberland Ave,Chicago,IL,60656,(708) 456-7966,http://www.redlobster.com;http://www.redlobster.com/locator_g/default.aspx?q=60706&restaurantid=0274;http://www.redlobster.com/locations/default.aspx?q=60706&RestaurantID=0274,1,Restaurants;Seafood Restaurants;Family Style Restaurants;American Restaurants,4,Northwest Side;Irving Woods
2156,corner bakery cafe,233 S Wacker Dr,Chicago,IL,60606,(312) 466-0200,http://www.cornerbakerycafe.com,0,American Restaurants;Restaurants;Coffee Shops;Coffee & Tea;Coffee & Espresso Restaurants;Sandwich Shops;Breakfast Brunch & Lunch Restaurants,3,Central Chicago;The Loop
2157,nellcote,833 W Randolph St,Chicago,IL,60607,(312) 432-0500,http://www.nellcoterestaurant.com,1,French Restaurants;Italian Restaurants;Restaurants,5,West Side;West Town
2158,gullivers pizza & pub,2727 W Howard St,Chicago,IL,60645,(773) 338-2166,http://www.gulliverspizza.com,1,Pizza;Take Out Restaurants;American Restaurants;Italian Restaurants;Bar & Grills;Family Style Restaurants;Caterers;Restaurants,4.5,West Ridge;North Side
2159,little wok chinese restaurant,103 E 51st St,Chicago,IL,60615,(773) 548-8855,http://www.little-wok.com;http://littlewokchicago.com,0,Chinese Restaurants;Asian Restaurants;Caterers;Restaurants,3.5,South Side;Grand Boulevard;Bronzeville
2160,thai linda cafe,2022 W Roscoe St,Chicago,IL,60618,(773) 868-0075,http://www.thailindachicago.com;http://thailindacafechicago.com,0,Thai Restaurants;Health Food Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,4,North Side;Roscoe Village
2161,tamarind,614 S Wabash Ave,Chicago,IL,60605,(312) 379-0970,http://www.tamarindsushi.com,0,Sushi Bars;Japanese Restaurants;Thai Restaurants;Chinese Restaurants;Vietnamese Restaurants;Health Food Restaurants;Asian Restaurants;Restaurants,3,Central Chicago;South Loop
2162,trattoria gianni,1711 N Halsted St,Chicago,IL,60614,(312) 957-4491,http://trattoriagianni.com,1,Italian Restaurants;Take Out Restaurants;Fine Dining Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Mediterranean Restaurants;Restaurants,4.5,North Side;Lincoln Park
2163,choppers,1659 N Ashland Ave,Chicago,IL,60622,(773) 227-7800,http://www.choppers-chicago.com/history.html,0,Hamburgers & Hot Dogs;American Restaurants;Sandwich Shops;Take Out Restaurants;Caterers;Restaurants,4.5,Northwest Side;Bucktown
2164,noodles in the pot,2453 N Halsted St,Chicago,IL,60614,(773) 975-6177,http://www.noodlesinthepot.com,0,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Vietnamese Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,3.5,Park West;North Side;Lincoln Park
2165,applebee's,6656 W Grand Ave,Chicago,IL,60707,(773) 836-7696,http://www.applebees.com,1,Take Out Restaurants;American Restaurants;Restaurants;Bar & Grills;Hamburgers & Hot Dogs;Family Style Restaurants,4,Montclare;Northwest Side
2166,nancy's pizza,2930 N Broadway St,Chicago,IL,60657,(773) 883-1977,http://www.nancyspizza.com,1,Pizza;Take Out Restaurants;Caterers;American Restaurants;Sandwich Shops;Italian Restaurants;Family Style Restaurants;Restaurants,4.5,Lake View East;North Side;Lakeview
2167,old jerusalem restaurant,1411 N Wells St,Chicago,IL,60610,(312) 944-0459,http://oldjerusalemchicagoil.com,0,Vegetarian Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Middle Eastern Restaurants;Sandwich Shops;Mediterranean Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurants,4,Central Chicago;Near North Side;Old Town
2168,anong,2532 N California Ave,Chicago,IL,60647,(773) 292-5007,http://www.anongthai.com;http://anongthaicuisine.net;http://www.mybusinessintown.net,0,Thai Restaurants;Take Out Restaurants;Asian Restaurants;Restaurants,5,Northwest Side;Logan Square
2169,heartland cafe,7000 N Glenwood Ave,Chicago,IL,60626,(773) 465-8005,http://www.heartlandcafe.com;http://heartcafe.com,0,Health Food Restaurants;Breakfast Brunch & Lunch Restaurants;Vegetarian Restaurants;Family Style Restaurants;Take Out Restaurants;Restaurants,3,North Side;Rogers Park
2170,carmichael's steakhouse,1052 W Monroe St,Chicago,IL,60607,(312) 433-0025,http://www.carmichaelsteakhouse.com;http://www.carmichaelsteakhouse.com/menu,1,Steak Houses;Take Out Restaurants;Caterers;Restaurants,3,West Side;Near West Side
2171,mirai,2020 W Division St,Chicago,IL,60622,(773) 862-8500,http://www.miraisushi.com,0,Japanese Restaurants;Sushi Bars;Bar & Grills;Vegetarian Restaurants;Seafood Restaurants;Health Food Restaurants;Asian Restaurants;Bars;Restaurants,4,Northwest Side;Ukrainian Village
2172,jeanny's chinese restaurant,1053 W Belmont Ave,Chicago,IL,60657,(773) 248-1133,http://www.newjeannys.com,0,Asian Restaurants;Chinese Restaurants;Restaurants,3,North Side;Lakeview
2173,m burger,161 E Huron St,Chicago,IL,60611,(312) 254-8500,http://www.mburgerchicago.com,0,Hamburgers & Hot Dogs;Take Out Restaurants;American Restaurants;Restaurants,5,Central Chicago;Near North Side;Streeterville
2174,picante taqueria,2016 1/2 W Division St,Chicago,IL,60622,(773) 328-8800,http://www.picantetaqueria.com,0,Mexican Restaurants;Take Out Restaurants;Family Style Restaurants;Latin American Restaurants;Restaurants,4,Northwest Side;Ukrainian Village
2175,thai pastry restaurant,4925 N Broadway St Ste E,Chicago,IL,60640,(773) 784-5399,http://thaipastry.com;http://thaipastryrestaurant.com,0,Thai Restaurants;Vegetarian Restaurants;Chinese Restaurants;Seafood Restaurants;Health Food Restaurants;Asian Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,4,North Side;Uptown
2176,rose angelis,1314 W Wrightwood Ave,Chicago,IL,60614,(773) 296-0081,http://www.roseangelis.com,1,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Restaurants,5,Wrightwood;North Side;DePaul
2177,dee's mandarin restaurant,1114 W Armitage Ave,Chicago,IL,60614,(773) 477-1500,http://www.deesrestaurant.com,1,Sushi Bars;Japanese Restaurants;Asian Restaurants;Chinese Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,4,Sheffield;North Side;DePaul
2178,cafe selmarie,4729 N Lincoln Ave,Chicago,IL,60625,(773) 989-5595,http://cafeselmarie.com,0,Coffee Shops;Bakeries;American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,3.5,North Side;Ravenswood
2179,the pasta bowl,2434 N Clark St,Chicago,IL,60614,(773) 525-2695,http://www.pastabowl.com,0,Italian Restaurants;Take Out Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurant Delivery Service;Caterers;Pizza;Mediterranean Restaurants;Restaurants,4,Park West;North Side;Lincoln Park
2180,pat's pizza,2679 N Lincoln Ave,Chicago,IL,60614,(773) 248-0168,http://www.patspizza.info;http://patspizzeriachicago.com;http://patspizza.com,1,Pizza;Italian Restaurants;American Restaurants;Sandwich Shops;Bar & Grills;Take Out Restaurants;Caterers;Restaurants,4,DePaul;Wrightwood;North Side
2181,mercadito,108 W Kinzie St,Chicago,IL,60654,(312) 329-9555,http://www.mercaditorestaurants.com/chicago,0,Seafood Restaurants;Take Out Restaurants;Caterers;Fine Dining Restaurants;Mexican Restaurants;Bar & Grills;Latin American Restaurants;Restaurants,3.5,Central Chicago;Near North Side;River North
2182,troha's shrimp & fish house,4151 W 26th St,Chicago,IL,60623,(773) 521-7847,http://www.chicagoshrimphouse.com,0,Seafood Restaurants;Fish & Seafood Markets;Chicken Restaurants;Take Out Restaurants;Caterers;Restaurants,5,West Side;Little Village
2183,siam rice,117 N Wells St,Chicago,IL,60606,(312) 606-9999,http://www.siamricethai.com,0,Thai Restaurants;Take Out Restaurants;Caterers;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,3,Central Chicago;The Loop
2184,jitlada restaurant,3715 N Halsted St,Chicago,IL,60613,(773) 388-9988,http://www.jitladachicago.com;http://jitladathaichicago.com;http://jitladathaihousechicago.net,0,Thai Restaurants;Family Style Restaurants;Caterers;Take Out Restaurants;Asian Restaurants;Japanese Restaurants;Restaurants,2,Lake View East;North Side;Lakeview
2185,sai cafe,2010 N Sheffield Ave,Chicago,IL,60614,(773) 472-8080,http://www.saicafe.com;http://rmrpena.com,1,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Bar & Grills;Asian Restaurants;Restaurants,4.5,Sheffield;North Side;DePaul
2186,kamehachi sushi,1531 N Wells St,Chicago,IL,60610,(312) 664-3663,http://www.kamehachi.com,1,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,3.5,Central Chicago;Near North Side;Old Town
